Gear,mycellid,Lat,Lon,avg_eff_gear_yr,eff_smth
Lines_Longlines,-1.25_68.75,-1.25,68.75,247.117519046357,247.117519046357
Lines_Longlines,-1.25_69.25,-1.25,69.25,328.094430620203,328.094430620203
Lines_Longlines,-1.25_69.75,-1.25,69.75,226.991265860398,226.991265860398
Lines_Longlines,-1.25_70.25,-1.25,70.25,72.6990431190224,72.6990431190224
Lines_Longlines,-1.25_70.75,-1.25,70.75,7.65667837635609,7.65667837635609
Lines_Longlines,-1.25_75.75,-1.25,75.75,49.609647532692,49.609647532692
Lines_Longlines,-1.25_76.25,-1.25,76.25,128.735751497397,128.735751497397
Lines_Longlines,-1.25_76.75,-1.25,76.75,202.058438576211,202.058438576211
Lines_Longlines,-1.25_77.25,-1.25,77.25,283.863875842867,283.863875842867
Lines_Longlines,-1.25_77.75,-1.25,77.75,204.882097438327,204.882097438327
Lines_Longlines,-1.25_78.25,-1.25,78.25,280.315459318052,280.315459318052
Lines_Longlines,-1.25_78.75,-1.25,78.75,145.124155950183,145.124155950183
Lines_Longlines,-1.25_79.25,-1.25,79.25,148.92669592077,148.92669592077
Lines_Longlines,-1.25_79.75,-1.25,79.75,230.512829087762,230.512829087762
Lines_Longlines,-1.25_80.25,-1.25,80.25,191.613241893919,191.613241893919
Lines_Longlines,-1.25_80.75,-1.25,80.75,218.141247467756,218.141247467756
Lines_Longlines,-1.25_81.25,-1.25,81.25,152.221401629452,152.221401629452
Lines_Longlines,-1.25_81.75,-1.25,81.75,125.310911387297,125.310911387297
Lines_Longlines,-1.25_82.25,-1.25,82.25,78.848136980214,78.848136980214
Lines_Longlines,-1.25_82.75,-1.25,82.75,88.7982932260159,88.7982932260159
Lines_Longlines,-1.25_83.25,-1.25,83.25,106.869420446817,106.869420446817
Lines_Longlines,-1.25_83.75,-1.25,83.75,93.1838795236525,93.1838795236525
Lines_Longlines,-1.25_84.25,-1.25,84.25,93.2932774753816,93.2932774753816
Lines_Longlines,-1.25_84.75,-1.25,84.75,115.860863317657,115.860863317657
Lines_Longlines,-1.25_85.25,-1.25,85.25,167.078870227656,167.078870227656
Lines_Longlines,-1.25_85.75,-1.25,85.75,195.398706914911,195.398706914911
Lines_Longlines,-1.25_86.25,-1.25,86.25,120.726973929294,120.726973929294
Lines_Longlines,-1.25_86.75,-1.25,86.75,64.5530076444922,64.5530076444922
Lines_Longlines,-1.25_87.25,-1.25,87.25,72.7668570717727,72.7668570717727
Lines_Longlines,-1.25_87.75,-1.25,87.75,105.693986063913,105.693986063913
Lines_Longlines,-1.25_88.25,-1.25,88.25,135.419875915629,135.419875915629
Lines_Longlines,-1.25_88.75,-1.25,88.75,141.147977317898,141.147977317898
Lines_Longlines,-1.25_89.25,-1.25,89.25,210.232861166723,210.232861166723
Lines_Longlines,-1.25_89.75,-1.25,89.75,151.942185933129,151.942185933129
Lines_Longlines,-1.25_90.25,-1.25,90.25,164.644550682158,164.644550682158
Lines_Longlines,-1.25_90.75,-1.25,90.75,112.836815292477,112.836815292477
Lines_Longlines,-1.25_91.25,-1.25,91.25,110.04915156574,110.04915156574
Lines_Longlines,-1.25_91.75,-1.25,91.75,105.295460391762,105.295460391762
Lines_Longlines,-1.25_92.25,-1.25,92.25,86.6233402890735,86.6233402890735
Lines_Longlines,-1.25_92.75,-1.25,92.75,119.76861499666,119.76861499666
Lines_Longlines,-1.25_93.25,-1.25,93.25,172.294940691719,172.294940691719
Lines_Longlines,-1.25_93.75,-1.25,93.75,170.980846813835,170.980846813835
Lines_Longlines,-1.25_94.25,-1.25,94.25,329.144487832744,329.144487832744
Lines_Longlines,-1.25_94.75,-1.25,94.75,609.199517660052,609.199517660052
Lines_Longlines,-1.25_95.25,-1.25,95.25,424.704496733376,424.704496733376
Lines_Longlines,-1.25_95.75,-1.25,95.75,360.286462999465,360.286462999465
Lines_Longlines,-1.25_96.25,-1.25,96.25,312.644523214277,312.644523214277
Lines_Longlines,-1.25_96.75,-1.25,96.75,267.447427866965,267.447427866965
Lines_Longlines,-1.25_97.25,-1.25,97.25,181.609988074054,181.609988074054
Lines_Longlines,-1.25_97.75,-1.25,97.75,1880.48379596956,1880.48379596956
Lines_Longlines,-1.25_98.25,-1.25,98.25,8897.35560496411,8897.35560496411
Lines_Longlines,-1.25_99.25,-1.25,99.25,24427.0367786618,12747.2444867368
Lines_Longlines,-1.25_99.75,-1.25,99.75,14944.3325628164,12747.2444867368
Lines_Longlines,-1.75_100.25,-1.75,100.25,20703.6546409004,12747.2444867368
Lines_Longlines,-1.75_100.75,-1.75,100.75,19273.1696653244,12747.2444867368
Lines_Longlines,-1.75_41.75,-1.75,41.75,2112.0501631768,2112.0501631768
Lines_Longlines,-1.75_42.25,-1.75,42.25,300.867507544362,300.867507544362
Lines_Longlines,-1.75_44.75,-1.75,44.75,8.96997613922806,8.96997613922806
Lines_Longlines,-1.75_45.25,-1.75,45.25,44.5504052704771,44.5504052704771
Lines_Longlines,-1.75_45.75,-1.75,45.75,172.144074522615,172.144074522615
Lines_Longlines,-1.75_46.25,-1.75,46.25,358.359214939038,358.359214939038
Lines_Longlines,-1.75_46.75,-1.75,46.75,258.866958125268,258.866958125268
Lines_Longlines,-1.75_47.25,-1.75,47.25,275.898714676129,275.898714676129
Lines_Longlines,-1.75_47.75,-1.75,47.75,397.18503869539,397.18503869539
Lines_Longlines,-1.75_48.25,-1.75,48.25,254.160706773461,254.160706773461
Lines_Longlines,-1.75_48.75,-1.75,48.75,266.831884875381,266.831884875381
Lines_Longlines,-1.75_49.25,-1.75,49.25,327.332612744474,327.332612744474
Lines_Longlines,-1.75_49.75,-1.75,49.75,299.826997067094,299.826997067094
Lines_Longlines,-1.75_50.25,-1.75,50.25,286.213190766544,286.213190766544
Lines_Longlines,-1.75_50.75,-1.75,50.75,504.648748410336,504.648748410336
Lines_Longlines,-1.75_51.25,-1.75,51.25,377.417024201179,377.417024201179
Lines_Longlines,-1.75_51.75,-1.75,51.75,361.199912211391,361.199912211391
Lines_Longlines,-1.75_52.25,-1.75,52.25,215.866226099022,215.866226099022
Lines_Longlines,-1.75_52.75,-1.75,52.75,168.730591759562,168.730591759562
Lines_Longlines,-1.75_53.25,-1.75,53.25,119.616689253576,119.616689253576
Lines_Longlines,-1.75_53.75,-1.75,53.75,108.958204429861,108.958204429861
Lines_Longlines,-1.75_54.25,-1.75,54.25,130.704006439386,130.704006439386
Lines_Longlines,-1.75_54.75,-1.75,54.75,110.440973961582,110.440973961582
Lines_Longlines,-1.75_55.25,-1.75,55.25,118.621828180122,118.621828180122
Lines_Longlines,-1.75_55.75,-1.75,55.75,160.844498933924,160.844498933924
Lines_Longlines,-1.75_56.25,-1.75,56.25,145.623694641459,145.623694641459
Lines_Longlines,-1.75_56.75,-1.75,56.75,214.371632106577,214.371632106577
Lines_Longlines,-1.75_57.25,-1.75,57.25,388.043369967703,388.043369967703
Lines_Longlines,-1.75_57.75,-1.75,57.75,369.245751522194,369.245751522194
Lines_Longlines,-1.75_58.25,-1.75,58.25,286.399330836962,286.399330836962
Lines_Longlines,-1.75_58.75,-1.75,58.75,284.816204634681,284.816204634681
Lines_Longlines,-1.75_59.25,-1.75,59.25,306.356463714033,306.356463714033
Lines_Longlines,-1.75_59.75,-1.75,59.75,293.453158877678,293.453158877678
Lines_Longlines,-1.75_60.25,-1.75,60.25,290.144784143958,290.144784143958
Lines_Longlines,-1.75_60.75,-1.75,60.75,266.886365094737,266.886365094737
