species_id,gear,encount_prob,E_scaled,sumA,A_scaled,sel0123,pcm,geomean
ITS-Mam-180445,GND,0.1,1.1994037760847962,20.81038055,1.0354615628788295,3,3,1.8284600498815495
ITS-Mam-180445,PST,0.7142857142857143,2.486186477964362,18.18721499,1.0309913324158066,3,1,1.6652425226191747
ITS-Mam-180445,LLT,0.5,1.9999500252650049,49.28498357,1.0839861546100864,1,1,1.2134188009329079
ITS-Mam-180455,GND,0.1,1.1994037760847962,45.55842679,1.0776355956159598,3,3,1.8468004102987512
ITS-Mam-180455,PST,0.7142857142857143,2.486186477964362,43.91093521,1.0748280461570952,3,1,1.6826681960561012
ITS-Mam-180455,LLT,0.5,1.9999500252650049,89.9875142,1.153348796114253,1,1,1.2323808823171025
ITS-Mam-180426,GND,0.1,1.1994037760847962,1173.61662,3,3,3,2.3855157814270656
ITS-Mam-180426,PST,0.7142857142857143,2.486186477964362,365.5050237,1.6228680604885355,3,1,1.865239233968011
ITS-Mam-180426,LLT,0.5,1.9999500252650049,742.2551115,2.2649013904130806,1,1,1.4588717363633374
Fis-23061,GND,0.07882096069868995,1.1570316669824734,833.5067334,2.4204065503762378,3,3,2.2406241810175223
Fis-23061,PST,0.8178571428571428,2.7017368713269576,387.4021888,1.6601838044798778,3,2,2.277653305003514
Fis-23061,LLT,0.5725,2.1449572716015792,690.6639318,2.176983011704938,3,2,2.30068008883358
ITS-Mam-180528,GND,0.08,1.1593905266644584,425.1915425,1.7245819967494098,2,2,1.6816801452618584
ITS-Mam-180528,PST,0.8928571428571429,2.857825087210216,248.3918207,1.423291253116603,1,1,1.4201439113863858
ITS-Mam-180527,GND,0.08,1.1593905266644584,179.7172576,1.306260468371007,2,2,1.56884443189959
ITS-Mam-180527,PST,0.8928571428571429,2.857825087210216,115.5882834,1.1969759846149526,1,1,1.359972950182873
ITS-Mam-180429,GND,0.08,1.1593905266644584,566.4936376,1.965379962244583,3,3,2.1280395503394245
ITS-Mam-180429,PST,0.8928571428571429,2.857825087210216,232.2913675,1.3958538936679237,3,1,1.859941202819962
ITS-Mam-180429,LLT,0.625,2.2499625189487533,425.335019,1.7248265001962406,1,1,1.4035573890187674
ITS-Mam-180526,GND,0.06666666666666667,1.1327150270509,62.6882063,1.1068270669276183,2,2,1.4964599771449738
ITS-Mam-180526,PST,0.9333333333333332,2.9420631719726096,58.17620643,1.0991380062081606,1,1,1.3409915916527486
Fis-31568,GND,0.06666666666666667,1.1327150270509,892.3694496,2.520716615095722,3,3,2.251499209824
Fis-31568,PST,0.9333333333333332,2.9420631719726096,380.9945419,1.649264303703619,3,2,2.322861820698053
Fis-31568,LLT,0.75,2.499975012632502,646.2210262,2.1012462631337265,3,2,2.369414097550614
ITS-Mam-180461,GND,0.05,1.0993706525339515,700.6878302,2.1940650962935777,2,2,1.762436221509949
ITS-Mam-180461,PST,0.7,2.4564553892246934,272.7534831,1.464806835301345,1,1,1.3772802183735773
ITS-Mam-180461,LLT,1,3,484.1182244,1.8250010677112332,2,1,1.8190875156347852
ITS-Mam-552461,GND,0.05,1.0993706525339515,42.99533267,1.0732677350472126,2,2,1.4739340475921736
ITS-Mam-552461,PST,0.7,2.4564553892246934,36.18135736,1.0616557954618786,1,1,1.270788143192579
ITS-Mam-552461,LLT,1,3,78.44022671,1.1336706495686406,2,1,1.614951701390547
ITS-Mam-180491,GND,0.05,1.0993706525339515,301.180177,1.5132497833838183,2,2,1.6061225800895504
ITS-Mam-180491,LLT,1,3,288.6114099,1.491830896817977,1,1,1.4544882361531748
ITS-Mam-180469,GND,0.04,1.0793640278237828,498.2216211,1.8490351715900744,2,2,1.6809054136957784
