gear,x,y,nspp_S_cell,S_sum_cell
PST,122.75,-47.4346,24,0.000491415425935641
PST,122.75,-46.9346,25,0.000844986382181959
PST,122.75,-46.4346,25,0.00140238974446006
PST,122.75,-45.9346,32,0.00216562190951104
PST,122.75,-45.4346,32,0.00508812542387311
PST,122.75,-44.9346,32,0.0176236031704641
PST,122.75,-44.4346,32,0.0226259336940956
PST,122.75,-43.9346,32,0.0225739175061705
PST,122.75,-43.4346,32,0.0272474066693496
PST,122.75,-42.9346,33,0.0261537989968307
PST,122.75,-42.4346,33,0.0303977485251282
PST,122.75,-41.9346,35,0.0568803636310935
PST,122.75,-41.4346,35,0.0565930501415725
PST,122.75,-40.9346,35,0.0712155176689767
PST,122.75,-40.4346,35,0.132711938260047
PST,122.75,-39.9346,37,0.142623761801539
PST,122.75,-39.4346,37,0.111971406624199
PST,122.75,-38.9346,38,0.0994730113919161
PST,122.75,-38.4346,38,0.106941713260299
PST,122.75,-37.9346,40,0.128054520641814
PST,122.75,-37.4346,40,0.0760413782993981
PST,122.75,-36.9346,42,0.0236430044466942
PST,122.75,-36.4346,42,0.00655895320326645
PST,122.75,-35.9346,45,0.00501198141546439
PST,122.75,-35.4346,45,0.185932977442651
PST,122.75,-34.9346,95,2.36645052482329
PST,122.75,-34.4346,98,4.41504184557978
PST,122.75,-33.9346,79,3.46627282946243
PST,122.75,-16.9346,126,10.1094783106635
PST,122.75,-16.4346,136,8.45357664593884
PST,122.75,-15.9346,135,5.18804388947966
PST,122.75,-15.4346,132,4.0396563192546
PST,122.75,-14.9346,135,4.12542589182177
PST,122.75,-14.4346,93,3.21426517069152
PST,122.75,-13.9346,66,2.4668853601653
PST,122.75,-13.4346,62,2.326264336902
PST,122.75,-12.9346,60,3.5233921851888
PST,122.75,-12.4346,133,16.3782274372809
PST,122.75,-11.9346,63,8.53652275488443
PST,122.75,-11.4346,83,18.4419437965683
PST,122.75,-10.9346,141,47.7478907736116
PST,122.75,-10.4346,48,14.8804327061262
PST,122.75,-9.9346,42,8.43047645067808
PST,122.75,-9.4346,42,8.97169544231225
PST,122.75,-8.9346,129,42.4899924330528
PST,122.75,-8.4346,128,42.6601287074542
PST,123.25,-51.9346,19,0.00159701388221869
PST,123.25,-51.4346,19,0.00590664768679325
PST,123.25,-50.9346,20,0.00489921853134359
PST,123.25,-50.4346,20,0.00106183184102406
PST,123.25,-49.4346,24,0.00264213805655755
PST,123.25,-48.9346,24,0.00620311764075304
PST,123.25,-48.4346,24,0.00506614148013892
PST,123.25,-47.9346,25,0.00290284258089004
PST,123.25,-47.4346,25,0.0019681947826134
PST,123.25,-46.9346,27,0.00192743711725297
PST,123.25,-46.4346,27,0.000718531257585581
PST,123.25,-45.9346,32,0.000722438627912093
PST,123.25,-45.4346,32,0.00473170012442551
PST,123.25,-44.9346,32,0.0158408407301206
PST,123.25,-44.4346,32,0.0219371683871098
PST,123.25,-43.9346,32,0.0216813012224379
PST,123.25,-43.4346,32,0.0308627466586999
PST,123.25,-42.9346,33,0.0376202421192875
PST,123.25,-42.4346,33,0.0405327141138059
PST,123.25,-41.9346,35,0.0627740271299373
PST,123.25,-41.4346,35,0.0670721128189476
PST,123.25,-40.9346,35,0.0833468609840532
PST,123.25,-40.4346,35,0.176839346247464
PST,123.25,-39.9346,37,0.178687577416156
PST,123.25,-39.4346,37,0.126065211094929
PST,123.25,-38.9346,38,0.104705343940242
PST,123.25,-38.4346,38,0.0997253295037781
PST,123.25,-37.9346,40,0.112150231302136
PST,123.25,-37.4346,39,0.0634926562775709
PST,123.25,-36.9346,41,0.0158929955810585
PST,123.25,-36.4346,42,0.0029592882539073
PST,123.25,-35.9346,44,0.00333447593287382
PST,123.25,-35.4346,44,0.135186852525744
PST,123.25,-34.9346,94,1.68425464412021
PST,123.25,-34.4346,98,3.12956271636744
PST,123.25,-33.9346,100,3.49380319637616
PST,123.25,-16.9346,136,9.17604286052522
PST,123.25,-16.4346,121,7.88045073089673
PST,123.25,-15.9346,132,7.08763910107038
PST,123.25,-15.4346,137,5.35294427103947
PST,123.25,-14.9346,114,5.19514293461897
PST,123.25,-14.4346,107,5.48432322059608
PST,123.25,-13.9346,93,3.37540596533388
PST,123.25,-13.4346,66,1.56835002463063
PST,123.25,-12.9346,63,2.24325942311574
PST,123.25,-12.4346,143,15.4917283045462
PST,123.25,-11.9346,143,31.3220825229413
PST,123.25,-11.4346,63,16.6603138343173
PST,123.25,-10.9346,140,44.5738785248122
PST,123.25,-10.4346,138,47.0195806395461
PST,123.25,-9.9346,47,14.3639729469521
PST,123.25,-9.4346,42,13.2436405554653
PST,123.25,-8.9346,129,44.2638489406945
PST,123.25,-8.4346,132,44.3383853485614
PST,123.75,-51.9346,19,0.000797343845420509
PST,123.75,-51.4346,19,0.00163627806962595
PST,123.75,-50.9346,20,0.00142110908091558
PST,123.75,-50.4346,20,0.000417829014299778
PST,123.75,-49.4346,24,0.000784747989856378
PST,123.75,-48.9346,24,0.00147252889037727
PST,123.75,-48.4346,24,0.0021251541834553
PST,123.75,-47.9346,25,0.00542833165735243
PST,123.75,-47.4346,25,0.00408014068371881
PST,123.75,-46.9346,27,0.000863964009370774
PST,123.75,-45.9346,32,0.000841698359906384
PST,123.75,-45.4346,32,0.00537051657259891
PST,123.75,-44.9346,32,0.0258535707968156
PST,123.75,-44.4346,32,0.039590649074344
PST,123.75,-43.9346,32,0.0371459952831544
PST,123.75,-43.4346,32,0.0342857887226223
PST,123.75,-42.9346,33,0.0570135585209791
PST,123.75,-42.4346,33,0.0722284995685084
PST,123.75,-41.9346,35,0.0627557687396948
PST,123.75,-41.4346,35,0.0500865766193187
PST,123.75,-40.9346,35,0.0621510374076831
PST,123.75,-40.4346,35,0.0870085668523858
PST,123.75,-39.9346,37,0.124414305976541
PST,123.75,-39.4346,37,0.115939102284109
PST,123.75,-38.9346,38,0.111464125403201
PST,123.75,-38.4346,38,0.125511745002946
PST,123.75,-37.9346,40,0.140787294149468
PST,123.75,-37.4346,39,0.0721175713320111
PST,123.75,-36.9346,41,0.0163915017846761
PST,123.75,-36.4346,42,0.00403360613337532
PST,123.75,-35.9346,44,0.00469834729829234
PST,123.75,-35.4346,44,0.0915760194755685
PST,123.75,-34.9346,94,1.21564097390229
PST,123.75,-34.4346,98,2.62559702679336
PST,123.75,-33.9346,92,2.85207085944346
PST,123.75,-33.4346,61,1.00403139422691
PST,123.75,-15.9346,111,3.14297014804271
PST,123.75,-15.4346,134,4.38865853564395
PST,123.75,-14.9346,133,6.47984480927399
PST,123.75,-14.4346,140,12.8976137982042
PST,123.75,-13.9346,101,6.21025444053392
PST,123.75,-13.4346,87,2.87580320640385
PST,123.75,-12.9346,138,9.78777484840962
PST,123.75,-12.4346,144,29.180964993254
PST,123.75,-11.9346,128,32.2165165135236
PST,123.75,-11.4346,62,13.6855016994539
PST,123.75,-10.9346,91,22.9501244918647
PST,123.75,-10.4346,141,47.2073970986163
PST,123.75,-9.4346,129,44.5467679404116
PST,123.75,-8.9346,129,43.9879507130067
PST,123.75,-8.4346,132,44.3000157258888
PST,124.25,-51.9346,19,0.000829018788785946
PST,124.25,-51.4346,19,0.00128454898974856
PST,124.25,-50.9346,20,0.000524540814196745
PST,124.25,-48.9346,24,0.000789178576085081
PST,124.25,-48.4346,24,0.00164449575759439
PST,124.25,-47.9346,25,0.00254523127442097
PST,124.25,-47.4346,25,0.00350400792595068
PST,124.25,-46.9346,27,0.00484763203544822
PST,124.25,-46.4346,27,0.00372255232755433
PST,124.25,-45.9346,32,0.00107266406495548
PST,124.25,-45.4346,32,0.00269275030127835
PST,124.25,-44.9346,32,0.0171372833347858
PST,124.25,-44.4346,32,0.0495371927709087
PST,124.25,-43.9346,32,0.0430720685927003
PST,124.25,-43.4346,32,0.0228527118880066
PST,124.25,-42.9346,33,0.0317690616513389
PST,124.25,-42.4346,33,0.0594069906089654
PST,124.25,-41.9346,35,0.0563358728208483
PST,124.25,-41.4346,35,0.0407695439218339
PST,124.25,-40.9346,35,0.0521699799354813
PST,124.25,-40.4346,35,0.0730800275397076
PST,124.25,-39.9346,36,0.0820693319422102
PST,124.25,-39.4346,37,0.0745702960625425
PST,124.25,-38.9346,38,0.110627327375552
PST,124.25,-38.4346,38,0.166422688704648
PST,124.25,-37.9346,40,0.16466439850032
PST,124.25,-37.4346,39,0.0769527866169844
PST,124.25,-36.9346,40,0.0172669819860939
PST,124.25,-36.4346,40,0.00639334413675372
PST,124.25,-35.9346,44,0.00806144738090813
PST,124.25,-35.4346,44,0.0334127027672793
PST,124.25,-34.9346,48,0.284355297965791
PST,124.25,-34.4346,99,2.09359110484722
PST,124.25,-33.9346,78,0.884650633278156
PST,124.25,-33.4346,98,2.91139816981725
PST,124.25,-32.9346,94,2.42026230418196
PST,124.25,-16.4346,128,3.48103316549402
PST,124.25,-15.9346,125,3.69818092536081
PST,124.25,-15.4346,122,3.43660240680633
PST,124.25,-14.9346,132,4.91770663733093
PST,124.25,-14.4346,128,6.25745198570487
PST,124.25,-13.9346,107,4.57606533880061
PST,124.25,-13.4346,96,3.46648484780082
PST,124.25,-12.9346,115,10.1745639301492
PST,124.25,-12.4346,131,30.4110842613994
PST,124.25,-11.9346,102,29.3188212270722
PST,124.25,-11.4346,83,17.9722384034255
PST,124.25,-10.9346,47,12.6343814400947
PST,124.25,-10.4346,139,46.9490560275434
PST,124.25,-8.9346,129,43.7722370044615
PST,124.25,-8.4346,132,44.654204137093
PST,124.75,-52.9346,17,0.000758469781972613
PST,124.75,-52.4346,17,0.00145850593772298
PST,124.75,-51.9346,19,0.00140487274352871
PST,124.75,-51.4346,19,0.000978226896971491
PST,124.75,-50.9346,20,0.00116856029705662
PST,124.75,-50.4346,20,0.00180884128790403
PST,124.75,-49.9346,24,0.000879074012051584
PST,124.75,-49.4346,24,0.00152114200340764
PST,124.75,-48.9346,24,0.00553193124302457
PST,124.75,-48.4346,24,0.00452866523637769
PST,124.75,-47.9346,25,0.00279440190867655
PST,124.75,-47.4346,25,0.00428465964330654
PST,124.75,-46.9346,27,0.0132162938059654
PST,124.75,-46.4346,27,0.00917418164752078
PST,124.75,-45.9346,32,0.0018364513108964
PST,124.75,-45.4346,32,0.00106467747420127
PST,124.75,-44.9346,32,0.00889177125239897
PST,124.75,-44.4346,32,0.0225874044079333
PST,124.75,-43.9346,32,0.025066182711054
PST,124.75,-43.4346,32,0.019985211365442
PST,124.75,-42.9346,33,0.0273814046133371
PST,124.75,-42.4346,33,0.0366781123823378
PST,124.75,-41.9346,35,0.0385434334258584
PST,124.75,-41.4346,35,0.0366066383092945
PST,124.75,-40.9346,35,0.055924557147008
PST,124.75,-40.4346,35,0.0965722254194949
PST,124.75,-39.9346,36,0.0919275366097994
PST,124.75,-39.4346,37,0.0617971932248008
PST,124.75,-38.9346,38,0.0818356130825642
PST,124.75,-38.4346,38,0.108178352811351
PST,124.75,-37.9346,40,0.146687280975378
PST,124.75,-37.4346,39,0.103571986623285
PST,124.75,-36.9346,40,0.0413639529146229
PST,124.75,-36.4346,40,0.0111434018752727
PST,124.75,-35.9346,44,0.00979031123825848
PST,124.75,-35.4346,44,0.0106433662424323
PST,124.75,-34.9346,46,0.170637172784896
PST,124.75,-34.4346,96,1.87655955145299
PST,124.75,-33.9346,95,2.51174321040651
PST,124.75,-33.4346,92,2.71253478372557
PST,124.75,-32.9346,102,3.01323336154011
PST,124.75,-15.4346,124,3.29894817184771
PST,124.75,-14.9346,134,4.91027316726847
PST,124.75,-14.4346,136,6.70533810324144
PST,124.75,-13.9346,109,4.42598716304396
PST,124.75,-13.4346,107,4.65623097679806
PST,124.75,-12.9346,126,9.94812625812069
PST,124.75,-12.4346,105,13.3415441010825
PST,124.75,-11.9346,112,25.5434733472983
PST,124.75,-11.4346,95,20.4309558835869
PST,124.75,-10.9346,56,14.1933782603054
PST,124.75,-10.4346,136,43.5353316661309
PST,124.75,-9.9346,135,45.0416967419387
PST,124.75,-8.9346,129,44.1375036915926
PST,124.75,-8.4346,130,43.8488810509704
PST,125.25,-52.9346,18,0.000976605668261817
PST,125.25,-52.4346,18,0.004025406045401
PST,125.25,-51.9346,19,0.00317882307530428
PST,125.25,-51.4346,19,0.000631651904979167
PST,125.25,-50.4346,20,0.000926894064806149
PST,125.25,-49.9346,24,0.000625093009577935
PST,125.25,-49.4346,24,0.00209042372032359
PST,125.25,-48.9346,24,0.00946070253123699
PST,125.25,-48.4346,24,0.00689171731298932
PST,125.25,-47.9346,25,0.00250652746905365
PST,125.25,-47.4346,25,0.00346011030157326
PST,125.25,-46.9346,27,0.00531812841559853
PST,125.25,-46.4346,27,0.00372421612230132
PST,125.25,-45.9346,32,0.000990897274549102
PST,125.25,-45.4346,32,0.00227822769458861
PST,125.25,-44.9346,32,0.0103852807643082
PST,125.25,-44.4346,32,0.0200218740876029
PST,125.25,-43.9346,32,0.0276216872342578
PST,125.25,-43.4346,32,0.0247311430766378
PST,125.25,-42.9346,33,0.0268747676582237
PST,125.25,-42.4346,33,0.0461008508157809
PST,125.25,-41.9346,35,0.0473924494987988
PST,125.25,-41.4346,35,0.0518400758422703
PST,125.25,-40.9346,35,0.0598317401446592
PST,125.25,-40.4346,35,0.0765169092632138
PST,125.25,-39.9346,36,0.0936674009269366
PST,125.25,-39.4346,36,0.0953549853003876
PST,125.25,-38.9346,38,0.102827971559515
PST,125.25,-38.4346,38,0.0970621306862164
PST,125.25,-37.9346,40,0.113954574791147
PST,125.25,-37.4346,39,0.160668535576131
PST,125.25,-36.9346,40,0.101800042678108
PST,125.25,-36.4346,40,0.0197074123790385
PST,125.25,-35.9346,43,0.0044696970666781
PST,125.25,-35.4346,43,0.00741573125087022
PST,125.25,-34.9346,46,0.085727592105718
PST,125.25,-34.4346,90,0.726558627364173
PST,125.25,-33.9346,109,1.79802900671086
PST,125.25,-33.4346,97,2.33243161091374
PST,125.25,-32.9346,108,5.25783446928778
PST,125.25,-14.4346,132,4.38820865048955
PST,125.25,-13.9346,134,4.19231717202931
PST,125.25,-13.4346,110,3.94111026307323
PST,125.25,-12.9346,99,4.22048585587744
PST,125.25,-12.4346,112,9.07356131086371
PST,125.25,-11.9346,135,29.3218525206539
PST,125.25,-11.4346,109,29.6858242274751
PST,125.25,-10.9346,63,13.6362227744532
PST,125.25,-10.4346,49,12.4852793083874
PST,125.25,-9.9346,131,43.0804163174647
PST,125.25,-9.4346,133,44.232637031831
PST,125.25,-8.4346,127,43.2900989866566
PST,125.75,-52.9346,18,0.000545242205844491
PST,125.75,-52.4346,18,0.00166211380494368
PST,125.75,-51.9346,19,0.00156702538973999
PST,125.75,-51.4346,19,0.000413128113296894
PST,125.75,-49.4346,24,0.00100085293407201
PST,125.75,-48.9346,24,0.00256318110178771
PST,125.75,-48.4346,24,0.00211799689617216
PST,125.75,-47.9346,25,0.00227508007327392
PST,125.75,-47.4346,25,0.0061070358804526
PST,125.75,-46.9346,27,0.00564366134258361
PST,125.75,-46.4346,27,0.00359874771662251
PST,125.75,-45.9346,32,0.00285547023785268
PST,125.75,-45.4346,32,0.00455666290479947
PST,125.75,-44.9346,32,0.0186321966772975
PST,125.75,-44.4346,32,0.0310218929806043
PST,125.75,-43.9346,32,0.0390285493161584
PST,125.75,-43.4346,32,0.0344033521113156
PST,125.75,-42.9346,33,0.0332780296941589
PST,125.75,-42.4346,33,0.0392347062815767
PST,125.75,-41.9346,35,0.0402445603772258
PST,125.75,-41.4346,35,0.0342088006963016
PST,125.75,-40.9346,35,0.0381183901208376
PST,125.75,-40.4346,35,0.0489783998419154
PST,125.75,-39.9346,36,0.0754027214736873
PST,125.75,-39.4346,36,0.124855573755334
PST,125.75,-38.9346,38,0.125221637359021
PST,125.75,-38.4346,38,0.0959729543756395
PST,125.75,-37.9346,40,0.110885523912829
PST,125.75,-37.4346,39,0.129106573011987
PST,125.75,-36.9346,40,0.0833134302082558
PST,125.75,-36.4346,40,0.0219420584457254
PST,125.75,-35.9346,42,0.00660721958386951
PST,125.75,-35.4346,43,0.00707375209999494
PST,125.75,-34.9346,46,0.018547243168962
PST,125.75,-34.4346,51,0.136145165953286
PST,125.75,-33.9346,110,1.67086131938766
PST,125.75,-33.4346,102,3.40392361505468
PST,125.75,-32.9346,107,4.44036400031399
PST,125.75,-32.4346,99,3.65009976529362
PST,125.75,-14.4346,134,3.12586179138003
PST,125.75,-13.9346,133,3.28122225727151
PST,125.75,-13.4346,133,4.77627614315805
PST,125.75,-12.9346,109,6.39840762028694
PST,125.75,-12.4346,109,11.5056907718229
PST,125.75,-11.9346,124,26.3648316551834
PST,125.75,-11.4346,143,44.2225342249915
PST,125.75,-10.9346,92,22.3781487219653
PST,125.75,-10.4346,54,9.71862839533616
PST,125.75,-9.9346,49,7.05469022097184
PST,125.75,-9.4346,138,15.5298969390986
PST,125.75,-8.9346,127,9.10109691124551
PST,125.75,-8.4346,129,43.670177643726
PST,126.25,-51.9346,20,0.000804371078289216
PST,126.25,-51.4346,20,0.00186383067800171
PST,126.25,-50.9346,21,0.00184130419590074
PST,126.25,-50.4346,21,0.000541768812767467
PST,126.25,-49.4346,24,0.000618334408350267
PST,126.25,-48.9346,24,0.00242999662853292
PST,126.25,-48.4346,24,0.00424887232362264
PST,126.25,-47.9346,25,0.00540684951580205
PST,126.25,-47.4346,25,0.00667977925518012
PST,126.25,-46.9346,31,0.00719091860329318
PST,126.25,-46.4346,31,0.01165358513504
PST,126.25,-45.9346,32,0.00973927852449592
PST,126.25,-45.4346,32,0.00707115517696801
PST,126.25,-44.9346,32,0.0172109066979912
PST,126.25,-44.4346,32,0.0320443106700293
PST,126.25,-43.9346,32,0.0379019544556565
PST,126.25,-43.4346,32,0.0551467492129198
PST,126.25,-42.9346,33,0.062116765554705
PST,126.25,-42.4346,33,0.058125333260294
PST,126.25,-41.9346,35,0.0495040275923848
PST,126.25,-41.4346,35,0.0363587430043503
PST,126.25,-40.9346,35,0.0396809411665745
PST,126.25,-40.4346,35,0.057752014873491
PST,126.25,-39.9346,36,0.0771125072611881
PST,126.25,-39.4346,36,0.0937731288632043
PST,126.25,-38.9346,38,0.132329415995858
PST,126.25,-38.4346,38,0.126408515386572
PST,126.25,-37.9346,40,0.143590377813752
PST,126.25,-37.4346,39,0.142781597410618
PST,126.25,-36.9346,40,0.121009684885089
PST,126.25,-36.4346,40,0.0864128414280943
PST,126.25,-35.9346,42,0.0566918240243237
PST,126.25,-35.4346,43,0.0224168841644906
PST,126.25,-34.9346,44,0.0160935301796831
PST,126.25,-34.4346,45,0.077437426327083
PST,126.25,-33.9346,60,0.92714198980497
PST,126.25,-33.4346,102,6.14753874359731
PST,126.25,-32.9346,107,6.16992258015951
PST,126.25,-32.4346,99,3.61998965294613
PST,126.25,-13.9346,125,5.18609434823688
PST,126.25,-13.4346,130,4.94304522196431
PST,126.25,-12.9346,109,5.63704413763146
PST,126.25,-12.4346,109,8.863765994184
PST,126.25,-11.9346,123,15.4284901902434
PST,126.25,-11.4346,131,32.4465234521291
PST,126.25,-10.9346,131,37.7335757273187
PST,126.25,-10.4346,67,9.51823803697822
PST,126.25,-9.9346,45,1.64626418651331
PST,126.25,-9.4346,138,0.619032651818887
PST,126.25,-8.9346,140,0.181589811551724
PST,126.25,-8.4346,127,43.6607229491671
PST,126.75,-51.9346,20,0.0015274453865729
PST,126.75,-51.4346,20,0.00645931575124694
PST,126.75,-50.9346,21,0.00511945694686738
PST,126.75,-50.4346,21,0.000951584281718833
PST,126.75,-49.4346,24,0.00114128600573955
PST,126.75,-48.9346,24,0.00695365924398335
PST,126.75,-48.4346,24,0.0130872918194411
PST,126.75,-47.9346,25,0.0127081217618206
PST,126.75,-47.4346,25,0.00752172800083952
PST,126.75,-46.9346,31,0.0081634150635975
PST,126.75,-46.4346,31,0.00900078923237831
PST,126.75,-45.9346,32,0.011893518570213
PST,126.75,-45.4346,32,0.00920875399593028
PST,126.75,-44.9346,32,0.0133300714867153
PST,126.75,-44.4346,32,0.0265777378064414
PST,126.75,-43.9346,32,0.0396676934302249
PST,126.75,-43.4346,32,0.0472247648519397
PST,126.75,-42.9346,33,0.0821975817066542
PST,126.75,-42.4346,33,0.0726943897715521
PST,126.75,-41.9346,35,0.0545001284791071
PST,126.75,-41.4346,35,0.0544620369649115
PST,126.75,-40.9346,35,0.0560702120511917
PST,126.75,-40.4346,35,0.0544324947201379
PST,126.75,-39.9346,36,0.0686014074444392
PST,126.75,-39.4346,36,0.108235135681549
PST,126.75,-38.9346,38,0.145028758916407
PST,126.75,-38.4346,38,0.13922628897833
PST,126.75,-37.9346,40,0.164184002027551
PST,126.75,-37.4346,39,0.214538012463051
PST,126.75,-36.9346,40,0.211717423009697
PST,126.75,-36.4346,40,0.265520431080495
PST,126.75,-35.9346,42,0.216584158402204
PST,126.75,-35.4346,42,0.0801353103451735
PST,126.75,-34.9346,43,0.0259488762919082
PST,126.75,-34.4346,44,0.0457147016789175
PST,126.75,-33.9346,55,0.56918379524765
PST,126.75,-33.4346,101,3.45970757421506
PST,126.75,-32.9346,105,3.76620368640546
PST,126.75,-32.4346,111,4.08358518752756
PST,126.75,-13.9346,129,4.96128733450537
PST,126.75,-13.4346,132,5.63070320873909
PST,126.75,-12.9346,103,4.78718683207059
PST,126.75,-12.4346,109,4.91756418939955
PST,126.75,-11.9346,134,7.52034805446845
PST,126.75,-11.4346,134,10.8928049808326
PST,126.75,-10.9346,142,12.8027103362442
PST,126.75,-10.4346,143,10.0840628820696
PST,126.75,-9.9346,60,1.66627686760998
PST,126.75,-9.4346,54,0.386555659483231
PST,126.75,-8.9346,139,0.40662019820199
PST,126.75,-8.4346,129,43.6473113452776
PST,127.25,-52.9346,19,0.000682801356887583
PST,127.25,-52.4346,19,0.00143953763490447
PST,127.25,-51.9346,20,0.00196633699924716
PST,127.25,-51.4346,20,0.00231089685368036
PST,127.25,-50.9346,23,0.00183024398911416
PST,127.25,-50.4346,23,0.00050845708570384
PST,127.25,-49.4346,24,0.00077206039346109
PST,127.25,-48.9346,24,0.00293468711711013
PST,127.25,-48.4346,24,0.00461319125628059
PST,127.25,-47.9346,25,0.00425440083495421
PST,127.25,-47.4346,25,0.00285080780360766
PST,127.25,-46.9346,31,0.00246158268544262
PST,127.25,-46.4346,31,0.00314236794260495
PST,127.25,-45.9346,32,0.00540636001519372
PST,127.25,-45.4346,32,0.00541103987111614
PST,127.25,-44.9346,32,0.00840789970297855
PST,127.25,-44.4346,32,0.0238504320486264
PST,127.25,-43.9346,32,0.0492144358393326
PST,127.25,-43.4346,32,0.0465734211361034
PST,127.25,-42.9346,33,0.0441126259402563
PST,127.25,-42.4346,33,0.05103955596765
PST,127.25,-41.9346,35,0.077698886360705
PST,127.25,-41.4346,35,0.0978736501724437
PST,127.25,-40.9346,35,0.0790849356795497
PST,127.25,-40.4346,35,0.0513805326771818
PST,127.25,-39.9346,36,0.0739010223527797
PST,127.25,-39.4346,36,0.126144762345322
PST,127.25,-38.9346,38,0.12794566021478
PST,127.25,-38.4346,38,0.0956072797310376
PST,127.25,-37.9346,39,0.127176440589684
PST,127.25,-37.4346,39,0.170301596172155
PST,127.25,-36.9346,39,0.213883598077711
PST,127.25,-36.4346,39,0.318620203319175
PST,127.25,-35.9346,42,0.352525479408614
PST,127.25,-35.4346,42,0.164583402989078
PST,127.25,-34.9346,43,0.0310453099403621
PST,127.25,-34.4346,43,0.0300929228917778
PST,127.25,-33.9346,53,0.310912696415162
PST,127.25,-33.4346,102,2.13261317017386
PST,127.25,-32.9346,103,2.97152070160608
PST,127.25,-32.4346,94,2.95510410745754
PST,127.25,-13.9346,126,3.6032334500754
PST,127.25,-13.4346,133,5.18863305917744
PST,127.25,-12.9346,121,4.104212444926
PST,127.25,-12.4346,105,4.15845810793273
PST,127.25,-11.9346,131,6.24889473836872
PST,127.25,-11.4346,125,4.07307589155624
PST,127.25,-10.9346,136,3.69700472079354
PST,127.25,-10.4346,144,3.42935165207505
PST,127.25,-9.9346,105,1.95905964139272
PST,127.25,-9.4346,46,0.458473534554712
PST,127.25,-8.9346,138,29.8728179912554
PST,127.25,-8.4346,131,44.4071914751469
PST,127.75,-52.9346,19,0.00156305210880062
PST,127.75,-52.4346,19,0.00556909008149657
PST,127.75,-51.9346,20,0.00443449184614738
PST,127.75,-51.4346,20,0.000952536290779944
PST,127.75,-47.4346,25,0.00113586274247143
PST,127.75,-46.9346,31,0.00301200698800305
PST,127.75,-46.4346,31,0.00276453956393
PST,127.75,-45.9346,32,0.00164891031193488
PST,127.75,-45.4346,32,0.00300452582776234
PST,127.75,-44.9346,32,0.00965371803763212
PST,127.75,-44.4346,32,0.0257966675199881
PST,127.75,-43.9346,32,0.0621655589792627
PST,127.75,-43.4346,32,0.0567042007844078
PST,127.75,-42.9346,33,0.0311515327608371
PST,127.75,-42.4346,33,0.039508730490066
PST,127.75,-41.9346,35,0.0762724048244471
PST,127.75,-41.4346,35,0.0860336645241645
PST,127.75,-40.9346,35,0.0692849555476523
PST,127.75,-40.4346,35,0.0569532412985997
PST,127.75,-39.9346,36,0.0887440982329573
PST,127.75,-39.4346,36,0.109890232251031
PST,127.75,-38.9346,38,0.113166775460304
PST,127.75,-38.4346,38,0.0877253597048464
PST,127.75,-37.9346,39,0.088037578230699
PST,127.75,-37.4346,39,0.11541121368402
PST,127.75,-36.9346,39,0.209574264212669
PST,127.75,-36.4346,39,0.385328118976245
PST,127.75,-35.9346,42,0.387794229732655
PST,127.75,-35.4346,42,0.197451919722837
PST,127.75,-34.9346,43,0.0660637350934545
PST,127.75,-34.4346,43,0.0342156342440833
PST,127.75,-33.9346,52,0.207290682959291
PST,127.75,-33.4346,102,1.53544613237886
PST,127.75,-32.9346,97,2.07833647986901
PST,127.75,-32.4346,93,2.59281229713581
PST,127.75,-14.9346,117,2.1733378713614
PST,127.75,-14.4346,126,3.54822363771167
PST,127.75,-13.9346,135,5.08184308503336
PST,127.75,-13.4346,97,3.33452152835867
PST,127.75,-12.9346,109,4.24084488138231
PST,127.75,-12.4346,106,3.7785238563143
PST,127.75,-11.9346,102,4.27926439862459
PST,127.75,-11.4346,126,5.70601626997233
PST,127.75,-10.9346,130,7.78719888645886
PST,127.75,-10.4346,132,10.6073669947434
PST,127.75,-9.9346,105,9.87778798675503
PST,127.75,-9.4346,49,3.21643993281473
PST,127.75,-8.9346,52,11.2015435233717
PST,127.75,-8.4346,131,44.8840338221841
PST,128.25,-52.9346,19,0.00233865606855256
PST,128.25,-52.4346,19,0.00731743113439728
PST,128.25,-51.9346,20,0.00550892607574294
PST,128.25,-51.4346,20,0.00113781091968532
PST,128.25,-50.9346,23,0.000652845630615563
PST,128.25,-50.4346,23,0.000380831605245492
PST,128.25,-49.9346,24,0.00113762573474664
PST,128.25,-49.4346,24,0.00066682557569135
PST,128.25,-47.4346,25,0.00218613728980164
PST,128.25,-46.9346,31,0.00915728812695018
PST,128.25,-46.4346,31,0.00758623980196079
PST,128.25,-45.9346,32,0.00355568677018985
PST,128.25,-45.4346,32,0.00441722701895672
PST,128.25,-44.9346,32,0.0112677190967206
PST,128.25,-44.4346,32,0.0246530300577561
PST,128.25,-43.9346,32,0.0438665343550085
PST,128.25,-43.4346,32,0.0432648489725891
PST,128.25,-42.9346,33,0.0304081905067991
PST,128.25,-42.4346,33,0.0451374024259305
PST,128.25,-41.9346,35,0.0713696574500312
PST,128.25,-41.4346,35,0.0648328407389019
PST,128.25,-40.9346,35,0.0624094474953507
PST,128.25,-40.4346,35,0.0860272003998949
PST,128.25,-39.9346,36,0.0922700959438936
PST,128.25,-39.4346,36,0.0864643661048388
PST,128.25,-38.9346,38,0.132795203171814
PST,128.25,-38.4346,38,0.126609667265537
PST,128.25,-37.9346,39,0.126620039690046
PST,128.25,-37.4346,39,0.155651177607869
