gear,x,y,nspp_S_cell,S_sum_cell
GND,48.25,-37.9346,51,0.897111400516545
GND,48.25,-37.4346,50,0.271686512600917
GND,48.25,-36.9346,52,0.0700299980674876
GND,48.25,-36.4346,52,0.0678149576836001
GND,48.25,-35.9346,53,0.0816052606817826
GND,48.25,-35.4346,53,0.142141652943194
GND,48.25,-34.9346,56,0.395494504077823
GND,48.25,-34.4346,56,0.543131971365047
GND,48.25,-33.9346,56,0.502828735348354
GND,48.25,-33.4346,56,0.349303925965875
GND,48.25,-32.9346,57,0.271622442770411
GND,48.25,-32.4346,57,0.250308907050837
GND,48.25,-31.9346,56,0.262639913487747
GND,48.25,-31.4346,56,0.376870526207219
GND,48.25,-30.9346,56,0.886354310291952
GND,48.25,-30.4346,56,1.69821927995878
GND,48.25,-29.9346,54,1.55824600192792
GND,48.25,-29.4346,54,1.37916905679635
GND,48.25,-28.9346,55,2.67348923224906
GND,48.25,-28.4346,55,3.57633795802895
GND,48.25,-27.9346,54,2.13460920005586
GND,48.25,-27.4346,54,1.21749575537197
GND,48.25,-12.9346,110,2.11349128135092
GND,48.25,-12.4346,110,4.60320836168818
GND,48.25,-11.9346,45,3.84511048864468
GND,48.25,-11.4346,45,4.75155555101862
GND,48.25,-10.9346,45,3.82788023927863
GND,48.25,-10.4346,45,1.52462653665622
GND,48.25,-9.9346,45,0.257992177164792
GND,48.25,-9.4346,45,0.0320905099698395
GND,48.25,-8.9346,45,0.00450170326601753
GND,48.25,-7.4346,45,0.0245847204732156
GND,48.25,-6.9346,45,0.21090350359871
GND,48.25,-6.4346,45,0.776419423638805
GND,48.25,-5.9346,45,1.0733105873258
GND,48.25,-5.4346,45,2.45465198614466
GND,48.25,-4.9346,45,7.99543164264861
GND,48.25,-4.4346,45,5.88474593715518
GND,48.25,-3.9346,45,1.58874229025257
GND,48.25,-3.4346,45,0.551086477293671
GND,48.25,-2.9346,45,0.479115890885907
GND,48.25,-2.4346,45,0.569029420069045
GND,48.25,-1.9346,45,0.561410990743443
GND,48.25,-1.4346,46,0.652185903552265
GND,48.25,-0.9346,46,0.668527050535987
GND,48.25,-0.4346,46,0.661610868546464
GND,48.25,0.0654000000000004,46,0.713006781275854
GND,48.25,0.5654,46,0.485557980870439
GND,48.25,1.0654,46,0.196330588736384
GND,48.25,1.5654,46,0.109964156839794
GND,48.25,12.0654,45,0.215667175017177
GND,48.25,12.5654,45,0.89675456196521
GND,48.25,13.0654,45,38.9202422007171
GND,48.25,13.5654,94,82.1080091364348
GND,48.25,14.0654,64,35.5797702405773
GND,48.75,-44.9346,26,0.72245470694591
GND,48.75,-44.4346,26,0.801212067084541
GND,48.75,-43.9346,29,0.589928082057197
GND,48.75,-43.4346,29,0.310345811209096
GND,48.75,-42.9346,31,0.1405722355014
GND,48.75,-42.4346,31,0.0508715314775006
GND,48.75,-41.9346,42,0.0471423160110464
GND,48.75,-41.4346,42,0.0429328390601891
GND,48.75,-40.9346,43,0.037423605985889
GND,48.75,-40.4346,43,0.0317740393874336
GND,48.75,-39.9346,50,0.0430282567153033
GND,48.75,-39.4346,50,0.0663398306317108
GND,48.75,-38.9346,51,0.132921510703705
GND,48.75,-38.4346,50,0.273920875194516
GND,48.75,-37.9346,51,0.429783979777377
GND,48.75,-37.4346,50,0.266112891355468
GND,48.75,-36.9346,52,0.109567316866435
GND,48.75,-36.4346,52,0.0749277280795014
GND,48.75,-35.9346,53,0.0761562129190018
GND,48.75,-35.4346,53,0.127848313358039
GND,48.75,-34.9346,56,0.3007131979393
GND,48.75,-34.4346,56,0.564441176902121
GND,48.75,-33.9346,56,0.75654155522499
GND,48.75,-33.4346,56,0.658272768208619
GND,48.75,-32.9346,57,0.479832836329635
GND,48.75,-32.4346,57,0.374290690388117
GND,48.75,-31.9346,56,0.372785461568658
GND,48.75,-31.4346,56,0.424432140103773
GND,48.75,-30.9346,56,0.584859367746135
GND,48.75,-30.4346,56,0.763191966233396
GND,48.75,-29.9346,54,1.00977047611414
GND,48.75,-29.4346,54,1.64230370166598
GND,48.75,-28.9346,54,4.32512880883508
GND,48.75,-28.4346,54,6.96121907793081
GND,48.75,-27.9346,54,3.99299583396436
GND,48.75,-27.4346,54,0.794013948614827
GND,48.75,-26.9346,54,0.149551228811719
GND,48.75,-12.4346,114,0.519856434039764
GND,48.75,-11.9346,45,0.444799052099584
GND,48.75,-11.4346,45,0.602633438983205
GND,48.75,-10.9346,45,0.501221348536792
GND,48.75,-10.4346,45,0.243323716774011
GND,48.75,-9.9346,45,0.0513546357675986
GND,48.75,-7.4346,45,0.0473533704028449
GND,48.75,-6.9346,45,0.663454607657041
GND,48.75,-6.4346,45,1.51264655390568
GND,48.75,-5.9346,45,1.67192287323981
GND,48.75,-5.4346,45,1.83350881599129
GND,48.75,-4.9346,45,2.70301704916372
GND,48.75,-4.4346,45,2.26702065929801
GND,48.75,-3.9346,45,0.98577776958971
GND,48.75,-3.4346,45,0.558455127678027
GND,48.75,-2.9346,45,0.664620049301146
GND,48.75,-2.4346,45,0.667116421971456
GND,48.75,-1.9346,45,0.632189393473228
GND,48.75,-1.4346,46,0.622579061414171
GND,48.75,-0.9346,46,0.710981460684074
GND,48.75,-0.4346,46,0.775167021776244
GND,48.75,0.0654000000000004,46,0.811063696213315
GND,48.75,0.5654,46,1.06716988014604
GND,48.75,1.0654,46,0.705552432976639
GND,48.75,1.5654,46,0.186661471818062
GND,48.75,2.0654,46,0.057366001816862
GND,48.75,12.5654,49,0.751172600183771
GND,48.75,13.0654,45,29.1679983980913
GND,48.75,13.5654,82,56.6003622024205
GND,48.75,14.0654,87,59.1329161036873
GND,49.25,-44.9346,26,0.538976913286573
GND,49.25,-44.4346,26,0.67980813826376
GND,49.25,-43.9346,29,0.671759693525896
GND,49.25,-43.4346,29,0.557813403213
GND,49.25,-42.9346,31,0.315114047994558
GND,49.25,-42.4346,31,0.0774254926089474
GND,49.25,-41.9346,42,0.0390398039753869
GND,49.25,-41.4346,42,0.0413691880553305
GND,49.25,-40.9346,43,0.0527419483463135
GND,49.25,-40.4346,43,0.0619686149255194
GND,49.25,-39.9346,50,0.0875488029926732
GND,49.25,-39.4346,50,0.0726713610359664
GND,49.25,-38.9346,50,0.072503032836546
GND,49.25,-38.4346,51,0.192510982505826
GND,49.25,-37.9346,50,0.27799224265915
GND,49.25,-37.4346,49,0.227146002640774
GND,49.25,-36.9346,52,0.116954383720414
GND,49.25,-36.4346,52,0.0813534853167036
GND,49.25,-35.9346,53,0.0944727924153094
GND,49.25,-35.4346,53,0.121910973883837
GND,49.25,-34.9346,56,0.256642977023617
GND,49.25,-34.4346,56,0.493795579125994
GND,49.25,-33.9346,56,0.854022574153431
GND,49.25,-33.4346,56,1.0346638862729
GND,49.25,-32.9346,57,0.798982887304249
GND,49.25,-32.4346,57,0.447224421141422
GND,49.25,-31.9346,56,0.414101485726732
GND,49.25,-31.4346,56,0.582281329403241
GND,49.25,-30.9346,56,0.615760881520766
GND,49.25,-30.4346,56,0.860511790042403
GND,49.25,-29.9346,54,1.1276179825695
GND,49.25,-29.4346,54,1.89254018936247
GND,49.25,-28.9346,54,2.66223761850356
GND,49.25,-28.4346,54,3.14718296501034
GND,49.25,-27.9346,54,2.69063970411359
GND,49.25,-27.4346,54,1.1062301958389
GND,49.25,-26.9346,54,0.166502940491046
GND,49.25,-26.4346,55,0.0227348317102751
GND,49.25,-25.9346,55,0.0305036562766934
GND,49.25,-7.4346,45,0.025973831148884
GND,49.25,-6.9346,45,0.724310547354898
GND,49.25,-6.4346,45,2.95085934853084
GND,49.25,-5.9346,45,2.59833551295927
GND,49.25,-5.4346,45,1.21291878677263
GND,49.25,-4.9346,45,0.714043065564681
GND,49.25,-4.4346,45,0.686347755822069
GND,49.25,-3.9346,45,0.681649057923154
GND,49.25,-3.4346,45,0.633139493743916
GND,49.25,-2.9346,45,0.670704411692339
GND,49.25,-2.4346,45,0.73350901284054
GND,49.25,-1.9346,46,0.928265076002096
GND,49.25,-1.4346,46,0.870253626144188
GND,49.25,-0.9346,46,0.970647816593245
GND,49.25,-0.4346,46,0.921774441763016
GND,49.25,0.0654000000000004,46,0.963632799441721
GND,49.25,0.5654,46,1.19343296389753
GND,49.25,1.0654,46,1.05004520618485
GND,49.25,1.5654,46,0.500470310955658
GND,49.25,2.0654,46,0.138010729824256
GND,49.25,2.5654,46,0.0619958330955788
GND,49.25,12.5654,45,0.7521369409413
GND,49.25,13.0654,45,11.4236377164892
GND,49.25,13.5654,47,32.8646530437885
GND,49.25,14.0654,97,102.114754101755
GND,49.25,14.5654,98,98.3660062109371
GND,49.75,-44.9346,26,0.274802159092158
GND,49.75,-44.4346,26,0.402221928772246
GND,49.75,-43.9346,29,0.517927297908774
GND,49.75,-43.4346,29,0.46169402413499
GND,49.75,-42.9346,31,0.267302841942851
GND,49.75,-42.4346,31,0.0738286796297919
GND,49.75,-41.9346,42,0.039281931575419
GND,49.75,-41.4346,42,0.0420296432106606
GND,49.75,-40.9346,43,0.0794419425473025
GND,49.75,-40.4346,43,0.0827067927112788
GND,49.75,-39.9346,50,0.0901045382697308
GND,49.75,-39.4346,50,0.0685220255583388
GND,49.75,-38.9346,50,0.0526114953039095
GND,49.75,-38.4346,50,0.136302367316696
GND,49.75,-37.9346,50,0.259777629540606
GND,49.75,-37.4346,49,0.271645095429549
GND,49.75,-36.9346,52,0.152983846405939
GND,49.75,-36.4346,52,0.0645353956689412
GND,49.75,-35.9346,53,0.0669076938162326
GND,49.75,-35.4346,53,0.110513589177771
GND,49.75,-34.9346,56,0.186053193732744
GND,49.75,-34.4346,56,0.327616143799862
GND,49.75,-33.9346,56,0.640192774868039
GND,49.75,-33.4346,56,1.15318103037068
GND,49.75,-32.9346,57,0.979626357512199
GND,49.75,-32.4346,57,0.518387781380635
GND,49.75,-31.9346,56,0.383478863430071
GND,49.75,-31.4346,56,0.4139899684854
GND,49.75,-30.9346,56,0.521522303818302
GND,49.75,-30.4346,56,0.632077427130167
GND,49.75,-29.9346,54,0.797057414206806
GND,49.75,-29.4346,54,0.919391224196537
GND,49.75,-28.9346,54,1.01847318568014
GND,49.75,-28.4346,54,1.45350398385794
GND,49.75,-27.9346,54,1.62155387911124
GND,49.75,-27.4346,54,1.07436199533386
GND,49.75,-26.9346,54,0.366510827737138
GND,49.75,-26.4346,54,0.0766939752260162
GND,49.75,-25.9346,54,0.0270917124379612
GND,49.75,-25.4346,54,0.0199820153482242
GND,49.75,-24.9346,45,0.0186088692927245
GND,49.75,-9.9346,45,0.00697909226348275
GND,49.75,-9.4346,45,0.00404271643520159
GND,49.75,-6.9346,45,0.289756053880422
GND,49.75,-6.4346,45,0.896580848911517
GND,49.75,-5.9346,45,1.3103781455535
GND,49.75,-5.4346,45,0.959812850719701
GND,49.75,-4.9346,45,0.736072896604004
GND,49.75,-4.4346,45,0.784825175755956
GND,49.75,-3.9346,45,0.793685989656849
GND,49.75,-3.4346,45,0.790340517167255
GND,49.75,-2.9346,45,0.663158897927907
GND,49.75,-2.4346,45,0.656462000883206
GND,49.75,-1.9346,46,0.834688030878192
GND,49.75,-1.4346,46,0.919108439751465
GND,49.75,-0.9346,46,0.933537678601918
GND,49.75,-0.4346,46,0.956673085576164
GND,49.75,0.0654000000000004,46,0.942346341380172
GND,49.75,0.5654,46,0.996884365903996
GND,49.75,1.0654,46,0.968751691717189
GND,49.75,1.5654,46,0.843486694407434
GND,49.75,2.0654,46,0.485057611549774
GND,49.75,2.5654,46,0.155664432266163
GND,49.75,3.0654,46,0.0704363902921954
GND,49.75,12.5654,45,0.281680616682938
GND,49.75,13.0654,45,1.97852714354621
GND,49.75,13.5654,45,17.2827529678275
GND,49.75,14.0654,48,41.4038837585606
GND,49.75,14.5654,105,115.177222962616
GND,49.75,26.5654,55,38.17245792137
GND,50.25,-44.9346,26,0.279442289908499
GND,50.25,-44.4346,26,0.402280198507775
GND,50.25,-43.9346,29,0.43783062288494
GND,50.25,-43.4346,29,0.40039792029365
GND,50.25,-42.9346,31,0.245967779771176
GND,50.25,-42.4346,31,0.0734832786059818
GND,50.25,-41.9346,42,0.046573934919925
GND,50.25,-41.4346,42,0.0476553962946881
GND,50.25,-40.9346,43,0.07870729234416
GND,50.25,-40.4346,43,0.0676316848799329
GND,50.25,-39.9346,50,0.050409441958976
GND,50.25,-39.4346,50,0.0435098170088119
GND,50.25,-38.9346,50,0.0391689879932988
GND,50.25,-38.4346,50,0.125747612340136
GND,50.25,-37.9346,51,0.487392226452604
GND,50.25,-37.4346,49,0.607919977598536
GND,50.25,-36.9346,51,0.330611785244632
GND,50.25,-36.4346,51,0.089001168231108
GND,50.25,-35.9346,53,0.0540050907162879
GND,50.25,-35.4346,53,0.0817671501609904
GND,50.25,-34.9346,54,0.133694421034026
GND,50.25,-34.4346,54,0.292432302162707
GND,50.25,-33.9346,56,0.57775854516421
GND,50.25,-33.4346,56,0.698226227272267
GND,50.25,-32.9346,57,0.677232622821531
GND,50.25,-32.4346,57,0.611959917073904
GND,50.25,-31.9346,56,0.462936950838639
GND,50.25,-31.4346,56,0.427485531293646
GND,50.25,-30.9346,56,0.422993042962563
GND,50.25,-30.4346,56,0.623669336672151
GND,50.25,-29.9346,55,0.722816244798391
GND,50.25,-29.4346,55,0.532315511044229
GND,50.25,-28.9346,54,0.802905393740051
GND,50.25,-28.4346,54,1.64824380229647
GND,50.25,-27.9346,54,2.20397330192445
GND,50.25,-27.4346,54,1.68560851614574
GND,50.25,-26.9346,54,0.734020402579261
GND,50.25,-26.4346,54,0.3169662848888
GND,50.25,-25.9346,54,0.145169362874518
GND,50.25,-25.4346,54,0.0422929870566373
GND,50.25,-24.9346,45,0.0168068335869499
GND,50.25,-24.4346,45,0.0128680565100741
GND,50.25,-23.9346,45,0.243635464456495
GND,50.25,-23.4346,45,0.18825086308425
GND,50.25,-22.9346,45,0.11145661958523
GND,50.25,-22.4346,45,0.0304727269286359
GND,50.25,-11.4346,45,0.0162956793303253
GND,50.25,-10.9346,45,0.0581889049891505
GND,50.25,-10.4346,45,0.104799377585706
GND,50.25,-9.9346,47,0.136463312343569
GND,50.25,-9.4346,45,0.0971679447115345
GND,50.25,-8.9346,45,0.0365438181521705
GND,50.25,-8.4346,45,0.00663681428132704
GND,50.25,-6.4346,45,0.054052689597388
GND,50.25,-5.9346,45,0.157808356130465
GND,50.25,-5.4346,45,0.200732252011354
GND,50.25,-4.9346,45,0.225249445816689
GND,50.25,-4.4346,45,0.391586381316841
GND,50.25,-3.9346,45,0.649942486821781
GND,50.25,-3.4346,45,0.810301245003261
GND,50.25,-2.9346,45,0.660270126008466
GND,50.25,-2.4346,45,0.617185644530714
GND,50.25,-1.9346,46,0.779151080105493
GND,50.25,-1.4346,46,0.82038043633867
GND,50.25,-0.9346,46,0.800908874998187
GND,50.25,-0.4346,46,1.18434361550838
GND,50.25,0.0654000000000004,46,1.09716565638058
GND,50.25,0.5654,46,0.821630517869878
GND,50.25,1.0654,46,0.847880515078636
GND,50.25,1.5654,46,0.968066126315312
GND,50.25,2.0654,46,0.945282766702806
GND,50.25,2.5654,46,0.534883121726266
GND,50.25,3.0654,46,0.12842397598313
GND,50.25,3.5654,46,0.0455404923771348
GND,50.25,4.0654,46,0.14317786518121
GND,50.25,13.0654,47,3.73306448406534
GND,50.25,13.5654,47,10.9432341115185
GND,50.25,14.0654,46,44.8447630739436
GND,50.25,14.5654,106,134.086405968259
GND,50.25,15.0654,93,84.2606880984116
GND,50.25,25.5654,58,40.4441522341511
GND,50.25,26.0654,54,40.0965453068436
GND,50.25,26.5654,57,39.2813856782602
GND,50.75,-44.9346,26,0.268359026434323
GND,50.75,-44.4346,26,0.435098918408542
GND,50.75,-43.9346,29,0.45878959698556
GND,50.75,-43.4346,29,0.341656236639646
GND,50.75,-42.9346,31,0.207784548026737
GND,50.75,-42.4346,31,0.0764153064200435
GND,50.75,-41.9346,42,0.0446547013950965
GND,50.75,-41.4346,42,0.0448382777885425
GND,50.75,-40.9346,43,0.0583894240222512
GND,50.75,-40.4346,43,0.0600986790796921
GND,50.75,-39.9346,50,0.0585142118425774
GND,50.75,-39.4346,50,0.0618803553037168
GND,50.75,-38.9346,50,0.0521440117072882
GND,50.75,-38.4346,50,0.144435882426688
GND,50.75,-37.9346,50,0.564782200341684
GND,50.75,-37.4346,49,0.840247461381602
GND,50.75,-36.9346,51,0.453172715413349
GND,50.75,-36.4346,51,0.0987511380021291
GND,50.75,-35.9346,53,0.0508256684802741
GND,50.75,-35.4346,53,0.0760214458789193
GND,50.75,-34.9346,54,0.110315521576477
GND,50.75,-34.4346,54,0.266897373730788
GND,50.75,-33.9346,56,0.658951798829102
GND,50.75,-33.4346,56,0.706578675240728
GND,50.75,-32.9346,57,0.699551492172614
GND,50.75,-32.4346,57,0.830085616842914
GND,50.75,-31.9346,56,0.695605092683594
GND,50.75,-31.4346,56,0.401340419821852
GND,50.75,-30.9346,56,0.313611271838728
GND,50.75,-30.4346,56,0.455136213858663
GND,50.75,-29.9346,55,0.563259741977485
GND,50.75,-29.4346,55,0.49187938312518
GND,50.75,-28.9346,54,0.837930403361881
GND,50.75,-28.4346,54,2.5951719154149
GND,50.75,-27.9346,54,3.41677514099247
GND,50.75,-27.4346,54,2.16280444230264
GND,50.75,-26.9346,54,1.08227908142919
GND,50.75,-26.4346,54,0.614663096828842
GND,50.75,-25.9346,54,0.345514948668476
GND,50.75,-25.4346,54,0.282998008040812
GND,50.75,-24.9346,45,0.243153612115129
GND,50.75,-24.4346,45,0.223114326841588
GND,50.75,-23.9346,45,0.226235094686465
GND,50.75,-23.4346,45,0.174219678773191
GND,50.75,-22.9346,45,0.0931510397258823
GND,50.75,-22.4346,45,0.0215666472806932
GND,50.75,-21.4346,45,0.00346871903928894
GND,50.75,-11.4346,45,0.0322247869145694
GND,50.75,-10.9346,51,0.20794047935936
GND,50.75,-10.4346,104,0.804321865512343
GND,50.75,-9.9346,100,0.810142595904213
GND,50.75,-9.4346,66,0.394986048079688
GND,50.75,-8.9346,45,0.1098872449032
GND,50.75,-8.4346,45,0.0156164834394033
GND,50.75,-4.9346,45,0.0159627780529913
GND,50.75,-4.4346,45,0.0707559415914663
GND,50.75,-3.9346,45,0.194075816937659
GND,50.75,-3.4346,45,0.43165717468387
GND,50.75,-2.9346,45,0.551099805135966
GND,50.75,-2.4346,45,0.595720280482183
GND,50.75,-1.9346,46,0.900924224099266
GND,50.75,-1.4346,46,0.885960189855028
GND,50.75,-0.9346,46,0.701444626489615
GND,50.75,-0.4346,46,0.746986050693711
GND,50.75,0.0654000000000004,46,0.866837887409822
GND,50.75,0.5654,46,0.876754199068424
GND,50.75,1.0654,46,0.795448030789498
GND,50.75,1.5654,46,1.06256160893687
GND,50.75,2.0654,46,1.26938989848662
GND,50.75,2.5654,46,1.13459865946011
GND,50.75,3.0654,46,0.652539543259785
GND,50.75,3.5654,46,0.270433728525695
GND,50.75,4.0654,46,0.114655583659407
GND,50.75,4.5654,46,0.0728407759256345
GND,50.75,5.0654,46,0.0756686912879327
GND,50.75,12.5654,48,3.15961254262594
GND,50.75,13.0654,46,2.18137762308564
GND,50.75,13.5654,46,4.52348352330668
GND,50.75,14.0654,46,42.7838280587649
GND,50.75,14.5654,70,88.8767647841293
GND,50.75,15.0654,105,115.414421881459
GND,50.75,25.0654,58,40.1770836377033
GND,50.75,25.5654,55,38.8825258905168
GND,50.75,26.0654,50,39.1133573078876
GND,50.75,26.5654,55,39.3092207500228
GND,51.25,-44.9346,26,0.261985503822332
GND,51.25,-44.4346,26,0.36604780836587
GND,51.25,-43.9346,29,0.468948013646022
GND,51.25,-43.4346,29,0.456151537826197
GND,51.25,-42.9346,39,0.287655570288274
GND,51.25,-42.4346,39,0.0826625095859845
GND,51.25,-41.9346,42,0.0508429027142481
GND,51.25,-41.4346,42,0.0431718992037653
GND,51.25,-40.9346,43,0.0417123276049257
GND,51.25,-40.4346,43,0.0468106706613135
GND,51.25,-39.9346,50,0.0560692405941566
GND,51.25,-39.4346,50,0.0644284326989779
GND,51.25,-38.9346,50,0.0512155937149503
GND,51.25,-38.4346,50,0.106934708076965
GND,51.25,-37.9346,50,0.37573155506724
GND,51.25,-37.4346,49,0.378412913473194
GND,51.25,-36.9346,50,0.188597709061458
GND,51.25,-36.4346,50,0.085103775991323
GND,51.25,-35.9346,52,0.0719588896322254
GND,51.25,-35.4346,52,0.0734080861725844
GND,51.25,-34.9346,54,0.10272331008658
GND,51.25,-34.4346,54,0.221377781695028
GND,51.25,-33.9346,56,0.508752302982605
GND,51.25,-33.4346,56,0.591858557992059
GND,51.25,-32.9346,57,0.614575554219995
GND,51.25,-32.4346,57,0.742955324701499
GND,51.25,-31.9346,56,0.960225894928257
GND,51.25,-31.4346,56,0.595784338569667
GND,51.25,-30.9346,56,0.343508350029952
GND,51.25,-30.4346,56,0.602729024402063
GND,51.25,-29.9346,55,0.616276117714637
GND,51.25,-29.4346,55,0.458663650080128
GND,51.25,-28.9346,54,0.675011109612705
GND,51.25,-28.4346,54,1.3280745085217
GND,51.25,-27.9346,54,2.49385252038299
GND,51.25,-27.4346,54,2.02149819360199
GND,51.25,-26.9346,54,0.96286262316229
GND,51.25,-26.4346,54,0.648599771574729
GND,51.25,-25.9346,54,0.702957102205002
GND,51.25,-25.4346,54,0.725608346139834
GND,51.25,-24.9346,53,0.645677543702101
GND,51.25,-24.4346,53,0.772765008587242
GND,51.25,-23.9346,45,0.775663339788205
GND,51.25,-23.4346,45,0.682594203800059
GND,51.25,-22.9346,45,0.315502220705297
GND,51.25,-22.4346,45,0.0613516725323715
GND,51.25,-21.9346,45,0.00427617911711948
GND,51.25,-21.4346,45,0.00252839985842753
GND,51.25,-19.4346,45,0.00352769661511726
GND,51.25,-17.4346,45,0.282697688140859
GND,51.25,-16.9346,45,0.481751669717691
GND,51.25,-16.4346,45,0.584069229371037
GND,51.25,-15.9346,45,0.541275473571352
GND,51.25,-15.4346,45,0.317948565387084
GND,51.25,-11.4346,45,0.0140618264635943
GND,51.25,-10.9346,45,0.0843145116072291
GND,51.25,-10.4346,100,0.567453348843905
GND,51.25,-9.9346,104,0.6255972522209
GND,51.25,-9.4346,100,0.400165501129849
GND,51.25,-8.9346,45,0.085500278639696
GND,51.25,-8.4346,45,0.0155215653635371
GND,51.25,-3.9346,45,0.0226949858630461
GND,51.25,-3.4346,45,0.0822347167064482
GND,51.25,-2.9346,45,0.159684012529675
GND,51.25,-2.4346,45,0.339429580009818
GND,51.25,-1.9346,45,0.587524566101228
GND,51.25,-1.4346,45,0.673034533362197
GND,51.25,-0.9346,46,0.571781479020186
GND,51.25,-0.4346,46,0.433040943734071
GND,51.25,0.0654000000000004,46,0.544691700575502
GND,51.25,0.5654,46,0.689729981540172
GND,51.25,1.0654,46,0.689155952700548
GND,51.25,1.5654,46,0.894873805915731
GND,51.25,2.0654,46,1.54767001874042
GND,51.25,2.5654,46,1.93403412436485
GND,51.25,3.0654,46,1.34460997816972
GND,51.25,3.5654,46,0.829715778926051
GND,51.25,4.0654,46,0.482717754346473
GND,51.25,4.5654,46,0.196126913439804
GND,51.25,5.0654,46,0.0619316572476889
GND,51.25,5.5654,46,0.0296259812619926
GND,51.25,6.0654,46,0.167333099629509
GND,51.25,11.5654,110,26.7146296613012
GND,51.25,12.0654,95,3.72426216707269
GND,51.25,12.5654,60,4.32227899280027
GND,51.25,13.0654,47,3.65205744905077
GND,51.25,13.5654,46,3.46538402188413
GND,51.25,14.0654,46,42.7005974569574
GND,51.25,14.5654,61,81.8853559623267
GND,51.25,15.0654,101,100.388461639246
GND,51.25,24.5654,39,30.1873408883403
GND,51.25,25.5654,55,34.0140437035599
GND,51.25,26.0654,64,46.0143331539901
GND,51.25,26.5654,67,45.5782730822363
GND,51.75,-44.9346,26,0.225172026465357
GND,51.75,-44.4346,26,0.361230925150783
GND,51.75,-43.9346,29,0.439024667721513
GND,51.75,-43.4346,29,0.407767380150202
GND,51.75,-42.9346,39,0.263578331978208
GND,51.75,-42.4346,39,0.0783881557145237
GND,51.75,-41.9346,42,0.0754705716211424
GND,51.75,-41.4346,42,0.067314299081962
GND,51.75,-40.9346,43,0.0451932428517611
GND,51.75,-40.4346,43,0.0424325991828848
GND,51.75,-39.9346,50,0.0495889415776161
GND,51.75,-39.4346,50,0.0397552248456595
GND,51.75,-38.9346,50,0.0333977418958869
GND,51.75,-38.4346,50,0.0546427882730655
GND,51.75,-37.9346,50,0.139346363122534
GND,51.75,-37.4346,49,0.951140836426765
GND,51.75,-36.9346,50,2.10762953025351
GND,51.75,-36.4346,50,1.74814923609076
GND,51.75,-35.9346,52,0.527636981653746
GND,51.75,-35.4346,52,0.100647787038924
GND,51.75,-34.9346,54,0.109929153174911
GND,51.75,-34.4346,54,0.165823895002738
GND,51.75,-33.9346,56,0.36196301028935
GND,51.75,-33.4346,56,0.557347854618002
GND,51.75,-32.9346,57,0.579958839752179
GND,51.75,-32.4346,57,0.51705985460954
GND,51.75,-31.9346,56,0.530089798587438
GND,51.75,-31.4346,56,0.415486276298105
GND,51.75,-30.9346,56,0.313450844660812
GND,51.75,-30.4346,56,0.354057118329878
GND,51.75,-29.9346,55,0.503319033211594
GND,51.75,-29.4346,55,0.551444396354111
GND,51.75,-28.9346,54,0.811633689389127
GND,51.75,-28.4346,54,0.884247241181777
GND,51.75,-27.9346,54,1.14577747049175
GND,51.75,-27.4346,54,1.08766525008154
GND,51.75,-26.9346,54,0.858101186136483
GND,51.75,-26.4346,54,0.786184566765874
GND,51.75,-25.9346,54,0.860832825894138
GND,51.75,-25.4346,54,0.795731039481374
GND,51.75,-24.9346,53,0.85605636330455
GND,51.75,-24.4346,53,0.919978019197685
GND,51.75,-23.9346,45,0.992587656169966
GND,51.75,-23.4346,45,0.893345958453886
GND,51.75,-22.9346,45,0.388594407493073
GND,51.75,-22.4346,45,0.0958718194160831
GND,51.75,-21.9346,45,0.0437076326535847
GND,51.75,-21.4346,45,0.052309635278725
GND,51.75,-20.9346,45,0.0423686051948113
GND,51.75,-20.4346,45,0.0229929504629232
GND,51.75,-19.9346,45,0.00992075212077032
GND,51.75,-19.4346,45,0.00254801316508933
GND,51.75,-17.9346,45,0.146134207025776
GND,51.75,-17.4346,45,0.308477494864885
GND,51.75,-16.9346,45,0.486770872628858
GND,51.75,-16.4346,45,0.559348899111207
GND,51.75,-15.9346,45,0.503359674629446
GND,51.75,-15.4346,45,0.267838900595745
GND,51.75,-14.9346,45,0.152465589805906
GND,51.75,-14.4346,45,0.518152196968117
GND,51.75,-13.9346,45,0.510000736733577
GND,51.75,-13.4346,45,0.297040263810569
GND,51.75,-10.9346,45,0.0161280683854032
GND,51.75,-10.4346,46,0.0516223580870471
GND,51.75,-9.9346,45,0.0596134572389944
GND,51.75,-9.4346,45,0.0460255943356738
GND,51.75,-8.9346,51,0.0509205529589615
GND,51.75,-8.4346,45,0.0215751270788305
GND,51.75,-7.9346,45,0.00345898304248433
GND,51.75,-2.9346,45,0.0359618359125162
GND,51.75,-2.4346,45,0.189110260910875
GND,51.75,-1.9346,45,0.309961034369083
GND,51.75,-1.4346,45,0.402556067321372
GND,51.75,-0.9346,45,0.431462460119403
GND,51.75,-0.4346,45,0.337781289284269
GND,51.75,0.0654000000000004,45,0.310673841113935
GND,51.75,0.5654,46,0.41678771854849
GND,51.75,1.0654,46,0.61438209524759
GND,51.75,1.5654,46,0.823333462007507
GND,51.75,2.0654,46,1.25027285654055
GND,51.75,2.5654,46,1.26047865750981
GND,51.75,3.0654,46,0.937583295273088
GND,51.75,3.5654,46,0.881496827980088
GND,51.75,4.0654,46,0.965530493383966
GND,51.75,4.5654,46,0.768520198823499
GND,51.75,5.0654,46,0.48631194194266
GND,51.75,5.5654,46,0.308156115647341
