species_id,sumA,ncells_overlap,GEAR,A_scaled
Fis_23061,833.5067334065461,17696,GND,2.420406550587598
Fis_23062,576.5667561329828,1278,GND,1.982545924764968
Fis_23063,569.1537324523379,1251,GND,1.9699131253754463
Fis_23064,579.474226444454,1950,GND,1.9875006491470988
Fis_23066,558.5145238380778,1935,GND,1.9517824685912062
Fis_23068,447.3743847187725,975,GND,1.7623845734673154
Fis_23070,494.4217667605735,1331,GND,1.8425597037165347
Fis_23071,884.3969554969368,20680,GND,2.507130402318256
Fis_23074,575.6106935708991,1983,GND,1.9809166642808593
Fis_23075,625.632404798439,1969,GND,2.0661604555165454
Fis_23076,123.91541652442402,1891,GND,1.2111665507042533
Fis_23077,614.9030678340894,2489,GND,2.047876207780078
Fis_23078,3.3423474594019353,59,GND,1.0056936615167684
Fis_23080,1.5125400822198571,86,GND,1.0025754211720408
Fis_23082,11.308459540072363,291,GND,1.0192689986753836
Fis_23084,0.07563691143968754,43,GND,1.0001267429699157
Fis_23101,192.09819597188084,1995,GND,1.3273592693149652
Fis_23103,17.06474926212104,624,GND,1.0290784983369683
Fis_23104,160.96868929269112,608,GND,1.2743103610806987
Fis_23105,52.53405288473368,995,GND,1.0895230101116178
Fis_23113,129.7399448247088,1197,GND,1.2210923381731649
Fis_23121,13.953369649565502,237,GND,1.0237762848053042
Fis_23123,198.855288501396,869,GND,1.3388742729166228
Fis_23124,8.088469815818371,92,GND,1.0137816987590178
Fis_23126,50.618585902499035,182,GND,1.0862587941632724
Fis_23127,551.7870161577691,19388,GND,1.940317881591612
Fis_23128,448.4900671508658,896,GND,1.7642858478938153
Fis_23129,533.5274973852472,1972,GND,1.9092011811007261
Fis_23138,66.11209283955395,210,GND,1.112661834731861
Fis_23144,9.488846043124795,39,GND,1.0161681300873846
Fis_23146,11.09381348604802,57,GND,1.0189032126402842
Fis_23149,715.8824507542222,2491,GND,2.219958794031407
Fis_23153,13.275033775600605,357,GND,1.022620308326113
Fis_23155,41.56642633939555,170,GND,1.0708326845582001
Fis_23156,54.469713887840044,288,GND,1.0928216394148276
Fis_23157,890.9386911655421,4854,GND,2.51827840857332
Fis_23158,15.951726091266437,236,GND,1.0271817556528722
Fis_23159,10.439183272414994,151,GND,1.0177876338266432
Fis_23161,771.8613161895978,18080,GND,2.315354385299315
Fis_23193,466.02638340856174,1204,GND,1.7941701130544798
Fis_23198,204.7854850030053,1098,GND,1.348980133355309
Fis_23201,9.77267488965299,287,GND,1.016651812999192
Fis_23202,13.580768507701578,416,GND,1.023141321842787
Fis_23204,4.746651500950975,275,GND,1.008086786374187
Fis_23220,11.052738631144166,54,GND,1.0188332155076285
Fis_23221,12.824861720873741,73,GND,1.0218531539902942
Fis_23222,486.61644105509777,20188,GND,1.8292583683836123
Fis_23223,10.288348548812792,278,GND,1.0175305909671666
Fis_23239,653.5074756526046,1461,GND,2.113663362999331
Fis_23243,131.81626717351241,2405,GND,1.2246306735178774
Fis_23252,9.71933604311198,61,GND,1.0165609163587588
Fis_23253,303.6572658164405,435,GND,1.5174710793052095
Fis_23260,0.18357824836857617,24,GND,1.000310689671559
Fis_23273,994.9827527905691,13281,GND,2.6955836236654753
Fis_23274,1105.8705554633561,13212,GND,2.884551503205327
Fis_23277,883.4582119933796,18869,GND,2.5055306558626205
Fis_23278,14.703510684232242,202,GND,1.025054627032854
Fis_23280,28.2149939384326,536,GND,1.0480800299937068
Fis_23292,3.8860373410279863,129,GND,1.006620182933748
Fis_23311,356.70039970830385,1086,GND,1.6078637852123823
Fis_23322,470.83737163343903,1226,GND,1.802368690548426
Fis_23898,863.8284598728612,15134,GND,2.472078891604534
Fis_23899,1159.9261832844654,20489,GND,2.9766696363122893
Fis_23993,11.324682381004095,44,GND,1.019296644600157
Fis_24044,11.69421305321157,53,GND,1.0199263750652654
Fis_24046,8.827375063672662,47,GND,1.01504089367949
Fis_24098,1172.1422786694543,15108,GND,2.9974875223693322
Fis_24127,918.0184597772259,13848,GND,2.564426012995421
Fis_24153,43.372732429834286,986,GND,1.0739108755177356
Fis_24377,1.6321392301470041,6,GND,1.002779234367305
Fis_24448,426.34912346945794,945,GND,1.7265546720779048
Fis_25062,52.14565868806676,437,GND,1.0888611336382756
Fis_25233,87.8732749050323,693,GND,1.149745845164717
Fis_25412,6.52016122914938,92,GND,1.0111090878771745
Fis_25414,4.467677472799551,53,GND,1.0076113767324066
Fis_25470,317.29485395751453,544,GND,1.540711382124277
Fis_25603,443.6691580802908,1029,GND,1.7560703639310822
Fis_25664,323.36933040014264,685,GND,1.5510631151824696
Fis_25886,5.4562743321293965,244,GND,1.0092960800787123
Fis_25888,632.902538919266,1289,GND,2.078549751685006
Fis_25889,557.839413726957,734,GND,1.9506319892501116
Fis_25892,372.00306335499045,481,GND,1.6339416028886775
Fis_25894,16.61998866155045,241,GND,1.0283205658541623
Fis_25895,8.992373770452105,279,GND,1.0153220738904365
Fis_25897,10.728869522496097,219,GND,1.0182812985498157
Fis_25899,529.034338774677,15810,GND,1.9015442284457877
Fis_25900,11.586234366171993,305,GND,1.0197423647139594
Fis_25902,285.41125522162156,1234,GND,1.4863773985841762
Fis_25903,246.30947341190677,539,GND,1.4197426505171098
Fis_25905,10.114979025580396,47,GND,1.0172351457478332
Fis_26085,254.81335411668852,1461,GND,1.434234418465514
Fis_26148,506.7136420009774,1298,GND,1.8635067289416773
Fis_26519,460.320964940257,1474,GND,1.7844473049199867
Fis_26902,523.8907149690931,1277,GND,1.8927787947347414
Fis_26903,675.56402835481,1523,GND,2.151250725122411
Fis_26906,432.78106622554697,898,GND,1.7375155762949936
Fis_26932,594.8150958461722,1090,GND,2.0136435746201085
Fis_27224,342.7529362832429,506,GND,1.584095412813745
Fis_27236,45.780497225916406,152,GND,1.078014033818103
Fis_27240,569.5606013161305,1091,GND,1.9706064851913005
Fis_27676,296.2297726223196,893,GND,1.5048136218990837
Fis_27677,2.9119576872471953,32,GND,1.0049602188778182
Fis_27678,0.06780235930636991,14,GND,1.0001133918287792
Fis_28552,607.7750984562799,1243,GND,2.035729179646386
Fis_28553,270.9110145793529,491,GND,1.4616670187142402
Fis_28555,218.29394015520666,616,GND,1.3720003760189967
Fis_28559,443.6360667975914,793,GND,1.7560139718900079
Fis_28560,473.410284972706,714,GND,1.8067532844013297
Fis_28561,501.33282507014883,865,GND,1.8543370859232182
Fis_28562,599.0312970736941,1180,GND,2.0208285542704774
Fis_28563,411.8847406538662,1269,GND,1.7019053988158075
Fis_28785,630.7883426272347,980,GND,2.0749468739959687
Fis_28787,667.4394437763149,1192,GND,2.137405329299475
Fis_28947,642.832120801198,1453,GND,2.095471108116632
Fis_29298,2.1475051874294877,46,GND,1.0036574879694804
Fis_29319,4.76861678971909,171,GND,1.0081242182101684
Fis_29320,156.45298442670702,670,GND,1.2666149865436918
Fis_29321,222.89607052862084,1210,GND,1.3798430313613181
Fis_29328,99.42215443770522,7723,GND,1.1694267047700806
Fis_29332,225.22635857289424,447,GND,1.383814158751612
Fis_29338,2.977111127693206,45,GND,1.0050712491912435
Fis_29367,4.958310197449464,302,GND,1.0084474815462385
Fis_29380,102.00270226316843,746,GND,1.1738243088245852
Fis_29385,6.5177097427391,130,GND,1.011104910211304
Fis_29388,426.6346119956952,1766,GND,1.727041183309399
Fis_29406,394.6486857136879,885,GND,1.6725328197298195
Fis_29409,0.8643249308211125,81,GND,1.0014707744959146
Fis_29411,9.971591418143362,39,GND,1.0169907937859712
Fis_29416,330.80066762155457,1412,GND,1.5637271233332994
Fis_29421,1.708226814866066,7,GND,1.0029088979479432
Fis_29423,831.6162502174811,13942,GND,2.4171849104167897
Fis_29436,564.5224411830095,1347,GND,1.962020775905064
Fis_29459,22.271892942022532,73,GND,1.037952178542842
Fis_29481,12.59768398606866,106,GND,1.021466012268752
Fis_29485,9.369397043366916,219,GND,1.0159645727649982
Fis_29500,622.3442945459501,1027,GND,2.0605570689660917
Fis_29505,452.60356673397655,873,GND,1.7712958099903884
Fis_29521,2.9015934631461278,60,GND,1.0049425568320003
Fis_29531,622.8429358281869,15010,GND,2.0614068214499905
Fis_29532,20.470074935849993,803,GND,1.0348816358885893
Fis_29536,160.3458715252309,1709,GND,1.2732489949969645
Fis_29539,41.12671949349806,302,GND,1.0700833643598948
Fis_29540,12.545686684374232,356,GND,1.0213774018029824
Fis_29547,1.6111551555804908,79,GND,1.0027434746536181
Fis_30530,141.49722429166218,1617,GND,1.2411283395770671
Fis_30583,1164.2340478840397,14129,GND,2.9840108228008386
Fis_30780,414.2890123539546,535,GND,1.7060026044060748
Fis_30995,506.69027069302683,1334,GND,1.8634669010580054
Fis_31187,12.881226021563634,64,GND,1.0219492064155962
Fis_31223,195.69252209873412,725,GND,1.3334844893138715
Fis_31247,12.408999192171905,113,GND,1.0211444677476715
Fis_31408,30.276910785268228,387,GND,1.0515938164061203
Fis_31568,892.3694496489263,13446,GND,2.520716615393385
Fis_31570,386.1871486031905,1104,GND,1.65811321101833
Fis_31571,180.8164987696582,262,GND,1.3081337246966311
Fis_31573,310.0240561926912,597,GND,1.5283209550162926
Fis_31576,65.2039902631659,215,GND,1.1111143045786025
Fis_31577,504.35995721687505,7085,GND,1.859495730328336
Fis_31578,386.16820289453517,2325,GND,1.658080924957062
Fis_31582,0.06113499030470848,2,GND,1.0001020297262577
Fis_31583,8.974107671470847,281,GND,1.015290945976376
Fis_31585,464.1766636557495,842,GND,1.7910179393166403
Fis_31589,32.70208987731894,132,GND,1.0557266510324994
Fis_31594,12.35833360228662,145,GND,1.021058126699734
Fis_31600,87.35297376515018,307,GND,1.1488591813409614
Fis_31602,12.909032087365631,334,GND,1.0219965917290958
Fis_32598,47.324005233537264,875,GND,1.0806443811441617
Fis_32599,259.7818381373154,865,GND,1.4427013901907633
Fis_32608,10.600566337816417,40,GND,1.0180626524935072
Fis_32609,280.12608122924576,808,GND,1.4773707441256554
Fis_32610,532.2850157404573,1364,GND,1.907083823590487
Fis_32611,488.6547569761278,1160,GND,1.8327319356123362
Fis_32811,299.6525574923289,538,GND,1.5106465122929473
Fis_32960,11.702717546315398,295,GND,1.0199408678768251
Fis_32975,510.954941833912,1113,GND,1.8707344800252423
Fis_32976,0.06241990067064762,2,GND,1.0001042193880727
Fis_33107,146.43634591872978,415,GND,1.2495452737948956
Fis_33775,49.75782703963705,380,GND,1.084791944129368
Fis_33777,55.29708053716422,332,GND,1.0942315845806285
Fis_34717,2.554286597223836,63,GND,1.0043506987518411
Fis_35264,516.3418352993904,1319,GND,1.8799144782842245
Fis_35265,452.9351036001972,1011,GND,1.771860793848747
Fis_35514,845.5969326638985,14062,GND,2.4410098925405253
Fis_47352,593.5445698794665,1151,GND,2.0114784257755853
Fis_47368,92.6060561244667,296,GND,1.1578111472971941
Fis_47420,6.549139867769554,226,GND,1.011158471414047
Fis_47424,0.0018565538339316845,1,GND,1.0000010112177085
Fis_47425,3.2664145515300333,93,GND,1.00556426152649
Fis_47427,643.850734193169,1349,GND,2.0972069637122166
Fis_47488,387.48661274148617,646,GND,1.660327674438409
Fis_47495,66.64044284133706,319,GND,1.1135622149097104
Fis_47714,14.888773631151707,136,GND,1.025370340261837
Fis_47835,34.74590232560877,235,GND,1.059209585090361
Fis_48194,258.2790826616972,1282,GND,1.4401404907153499
Fis_53171,4.999873813823797,116,GND,1.0085183115948368
Fis_54405,1.7408961430191994,10,GND,1.0029645709211494
Fis_54647,1.5100907822488807,67,GND,1.00257124723216
Fis_54691,10.721064411802217,292,GND,1.018267997580892
Fis_54720,10.066909927874804,259,GND,1.0171532294752959
Fis_54787,5.243780982331373,155,GND,1.008933962544053
Fis_54790,2.1249147037160583,69,GND,1.0036189907163813
Fis_54800,11.122174810268916,300,GND,1.01895154418956
Fis_54855,12.714569564472185,335,GND,1.0216652011729175
Fis_54860,3.390100264456123,54,GND,1.0057750387836604
Fis_57444,249.12122417723276,659,GND,1.4245342557893874
Fis_58162,463.8961453684551,1650,GND,1.7905398980474974
Fis_58165,10.502403741506555,312,GND,1.017895370094292
Fis_58273,31.857758545638262,369,GND,1.0542877957433603
Fis_58285,2.321901420975337,25,GND,1.0039546828426635
Fis_58398,33.80419602166057,405,GND,1.0576047896203713
Fis_58409,20.31372480592472,124,GND,1.0346151940274864
Fis_58485,980.86005460573665,19022,GND,2.671516627431055
Fis_6035,454.30591285934315,956,GND,1.7741968390467822
Fis_60598,1.4220433747395873,19,GND,1.00242120248878
Fis_61240,383.20876449416346,736,GND,1.653037639891731
Fis_61250,5.123272032942623,154,GND,1.0087285989235044
Fis_61406,6.345719451317564,193,GND,1.010811815390341
Fis_61410,2.6308313378249295,73,GND,1.0044811413882058
Fis_61506,4.197182137051641,40,GND,1.0071504159342877
Fis_61508,732.5540197469722,4231,GND,2.248369412379203
Fis_61614,2.3037504534258915,2211,GND,1.0039237511282033
Fis_61628,189.33722232030425,2625,GND,1.3226541951424395
Fis_61691,214.17479654430838,7441,GND,1.364980795732349
Fis_64122,50.67804609052837,83,GND,1.086360122401168
Fis_6652,6.216769407408719,241,GND,1.010592066998032
Fis_8339,384.47167825771976,1147,GND,1.655189816507992
ITS_Mam_180417,746.7812934553647,15790,GND,2.2726146195120505
ITS_Mam_180419,374.10336836695205,1054,GND,1.6375208079493864
ITS_Mam_180426,1173.6166198347767,20146,GND,3
ITS_Mam_180429,566.4936376291298,11193,GND,1.9653799624305561
ITS_Mam_180430,554.0233576773023,15619,GND,1.9441289113413864
ITS_Mam_180434,710.1498631092213,18911,GND,2.21018968592897
ITS_Mam_180438,119.33341755941677,4551,GND,1.2033582020166507
ITS_Mam_180440,190.82762255887494,15418,GND,1.3251940396155009
ITS_Mam_180445,20.810380552355127,8395,GND,1.035461562888642
ITS_Mam_180447,4.3169816065774285,4196,GND,1.007354570504769
ITS_Mam_180449,0.08687857347490535,55,GND,1.0001459002891706
ITS_Mam_180451,0.8117432493017986,19,GND,1.0013811681675373
ITS_Mam_180455,45.55842678804038,9126,GND,1.077635595624339
ITS_Mam_180457,724.3651654409837,20099,GND,2.234414492209763
ITS_Mam_180459,653.9550469266271,10543,GND,2.114426085251521
ITS_Mam_180461,700.6878302376397,12402,GND,2.1940650965261543
ITS_Mam_180463,549.2317195682592,18771,GND,1.935963309073479
ITS_Mam_180466,626.4895663657308,17507,GND,2.0676211752701157
ITS_Mam_180469,498.221621103163,21191,GND,1.8490351717154658
ITS_Mam_180471,165.7305639386177,249,GND,1.282425242364176
ITS_Mam_180475,4.452242452922292,5197,GND,1.0075850733617333
ITS_Mam_180478,353.26188942277804,429,GND,1.6020040965742266
ITS_Mam_180488,516.3778601822687,21095,GND,1.8799758695785247
ITS_Mam_180491,301.1801769609667,18782,GND,1.513249783390167
ITS_Mam_180492,671.2037083290119,15883,GND,2.1438201474616596
ITS_Mam_180495,44.443292435450076,11935,GND,1.0757352551997674
ITS_Mam_180498,632.4810765134699,20549,GND,2.0778315224910875
ITS_Mam_180500,6.672253998380256,2471,GND,1.011368274617304
ITS_Mam_180502,850.2360790874372,15686,GND,2.448915628260782
ITS_Mam_180505,53.82630786427126,11964,GND,1.0917251881458296
ITS_Mam_180507,27.211615509587205,8072,GND,1.0463701368449134
ITS_Mam_180508,87.1812243646009,9724,GND,1.148566497030769
ITS_Mam_180510,1082.0705358654916,15765,GND,2.843993036647137
ITS_Mam_180511,69.84524275566173,11942,GND,1.1190236293264653
ITS_Mam_180513,81.37971733895347,11991,GND,1.138679940941213
ITS_Mam_180516,69.39421305296878,11952,GND,1.1182550134420033
ITS_Mam_180517,546.849387599654,18811,GND,1.9319034917661078
ITS_Mam_180524,142.9762213348688,21096,GND,1.2436487514561372
ITS_Mam_180525,674.6702927447352,19189,GND,2.149727678231461
ITS_Mam_180526,62.68820630284412,16783,GND,1.1068270669482816
ITS_Mam_180527,179.7172576266653,21163,GND,1.3062604684602594
ITS_Mam_180528,425.191542470865,20874,GND,1.724581996802291
ITS_Mam_180530,551.3442586817819,21135,GND,1.9395633627052145
ITS_Mam_180535,65.7421408916266,9868,GND,1.112031386355697
ITS_Mam_552461,42.99533267169113,11856,GND,1.0732677350612003
ITS_Mam_552771,96.03587593566874,12005,GND,1.1636560261865265
ITS_Mam_555654,381.03747077585,2267,GND,1.6493374604317894
ITS_Mam_612592,18.89891038609835,11890,GND,1.0322041580576788
ITS_Mam_612596,485.34461481047686,2128,GND,1.8270910036888828
ITS_Mam_612597,946.1733284813739,18899,GND,2.6124057340243003
ITS_Mam_771132,14.999441987019964,182,GND,1.0255589341742108
Rep_2666,1134.8655115382799,17265,GND,2.9339628472374337
Rep_2941,652.9740359852476,1778,GND,2.1127543093399277
Rep_4381,984.5215993490646,21171,GND,2.677756397083888
Rep_5181,739.4997867016791,1869,GND,2.2602059428322594
Rep_6936,365.5655511765199,1163,GND,1.6229712076192608
Rep_8732,82.10591440327698,546,GND,1.1399174793905789
Fis_125906,3.6243164754705504,73,PST,1.0061741750248199
Fis_131127,37.79423126319307,371,PST,1.0644043517066233
Fis_131407,6.9190089027397335,195,PST,1.0117887784952686
Fis_131465,20.794956322513826,326,PST,1.0354352779056557
Fis_131805,2.0020258013973944,37,PST,1.0034095713327305
Fis_131815,54.68765992298722,309,PST,1.0931930490660533
Fis_131821,9.356551792247046,119,PST,1.0159426827120999
Fis_131829,5.244887609267607,41,PST,1.0089358483866844
Fis_131831,1.009759653301444,39,PST,1.0017186150199051
Fis_131843,27.300091584597453,502,PST,1.0465209120959482
Fis_131844,19.29660087491891,354,PST,1.032881876675725
Fis_131852,13.943622903096127,1500,PST,1.0237596750252533
Fis_132130,14.500681503210217,78,PST,1.0247089785546382
Fis_132518,0.0038358167512342334,4,PST,1.0000043841505966
Fis_132520,4.201437400930445,199,PST,1.0071576674820024
Fis_132528,19.59423679778888,267,PST,1.0333890887212698
Fis_132543,1.2867620531324064,25,PST,1.0021906647391874
Fis_132550,9.744513422547243,295,PST,1.0166038220335902
Fis_132559,3.8122633995953947,64,PST,1.0064944621155716
Fis_139820,7.059322679415345,257,PST,1.0120278922319423
Fis_140161,43.00655482046568,387,PST,1.0732868591272084
Fis_140634,11.714426384254693,1836,PST,1.0199608213272853
Fis_140639,37.23511585430275,7763,PST,1.0634515430956724
Fis_140641,5.362622884195503,1072,PST,1.0091364852891562
Fis_140692,15.144898281567407,2941,PST,1.0258068114599341
Fis_142376,1.0283355197752826,21,PST,1.001750270819854
Fis_144985,10.09264864778379,156,PST,1.017197091750551
Fis_146573,34.17071596892258,7774,PST,1.0582293894011743
Fis_146574,10.24461084002344,2516,PST,1.0174560559697492
Fis_148497,69.03356761358737,353,PST,1.1176404246206637
Fis_149485,19.019249266624684,401,PST,1.0324092318577827
Fis_154008,23.89190611036247,249,PST,1.0407129010557696
Fis_154010,32.52068728656741,213,PST,1.0554175163748445
Fis_154012,8.52886197052976,147,PST,1.014532186816639
Fis_154456,117.50121822067786,803,PST,1.2002358854444892
Fis_156398,45.49292133911513,549,PST,1.0775239654406459
Fis_15849,14.981573977412154,258,PST,1.025528484658522
Fis_159132,4.2342236944969045,203,PST,1.0072135397801623
Fis_159136,8.762949776843016,355,PST,1.0149311042387443
Fis_159582,123.98322664582156,981,PST,1.2112821083629226
Fis_159583,114.32460227102638,905,PST,1.194822500332247
Fis_159584,57.17246045457432,502,PST,1.0974274867248015
Fis_159586,12.179770477614994,2857,PST,1.0207538308780126
Fis_160267,40.30431635834975,515,PST,1.0686818776965286
Fis_160378,62.081237742176654,894,PST,1.105792710065991
Fis_160439,116.17669544691589,4218,PST,1.197978718705433
Fis_160444,118.23188031456704,7765,PST,1.2014810329107963
Fis_160464,6.899311745277373,340,PST,1.0117552118631512
Fis_160691,23.676660981524037,223,PST,1.0403460941158043
Fis_160851,8.678885944842477,289,PST,1.0147878480491883
Fis_160854,9.4732197066769,284,PST,1.0161415006872851
Fis_160862,0.5217756745405495,24,PST,1.0008870240288925
Fis_160879,10.564497306975682,290,PST,1.0180011859650817
Fis_160881,0.11982022249139845,9,PST,1.000202037334122
Fis_160886,2.3715481355320662,125,PST,1.00403928758863
Fis_160887,0.759790212585358,72,PST,1.0012926331353036
Fis_160925,0.02353378867246647,10,PST,1.0000379521706626
Fis_160938,1.803326328117464,298,PST,1.0030709604375159
Fis_161155,36.324125367578745,557,PST,1.061899091550887
Fis_161159,15.630029145351727,242,PST,1.0266335403554392
Fis_161202,42.94158409364172,449,PST,1.0731761401826163
Fis_161209,19.25077696237713,641,PST,1.0328037865037087
Fis_161213,8.131982976017753,382,PST,1.0138558510951337
Fis_161218,12.626914323191158,375,PST,1.021515824734065
