species_id,sumA,ncells_overlap,GEAR,A_scaled,ncells_spp,prop_exposure,avail123
Fis_47420,6.549139867769554,226,GND,1.011158471414047,238,0.9495798319327731,3
Fis_47424,0.00185655383393168,1,GND,1.0000010112177085,2,0.5,2
Fis_47425,3.2664145515300333,93,GND,1.00556426152649,102,0.9117647058823529,3
Fis_47427,643.850734193169,1349,GND,2.0972069637122166,1787,0.7548964745383324,3
Fis_47488,387.48661274148617,646,GND,1.660327674438409,758,0.8522427440633246,3
Fis_47495,66.64044284133706,319,GND,1.1135622149097104,349,0.9140401146131805,3
Fis_47714,14.888773631151707,136,GND,1.025370340261837,187,0.7272727272727273,3
Fis_47835,34.74590232560877,235,GND,1.059209585090361,265,0.8867924528301887,3
Fis_48194,258.2790826616972,1282,GND,1.44014049071535,1638,0.7826617826617827,3
Fis_53171,4.999873813823797,116,GND,1.0085183115948368,129,0.8992248062015504,3
Fis_54405,1.7408961430191994,10,GND,1.0029645709211494,10,1,3
Fis_54647,1.5100907822488807,67,GND,1.00257124723216,69,0.9710144927536232,3
Fis_54691,10.721064411802216,292,GND,1.018267997580892,320,0.9125,3
Fis_54720,10.066909927874804,259,GND,1.017153229475296,302,0.8576158940397351,3
Fis_54787,5.243780982331373,155,GND,1.008933962544053,169,0.9171597633136095,3
Fis_54790,2.1249147037160583,69,GND,1.0036189907163813,70,0.9857142857142858,3
Fis_54800,11.122174810268916,300,GND,1.01895154418956,325,0.9230769230769231,3
Fis_54855,12.714569564472184,335,GND,1.0216652011729177,364,0.9203296703296703,3
Fis_54860,3.390100264456123,54,GND,1.0057750387836604,67,0.8059701492537313,3
Fis_57444,249.12122417723276,659,GND,1.4245342557893874,1018,0.6473477406679764,2
Fis_58162,463.8961453684551,1650,GND,1.7905398980474974,1976,0.8350202429149798,3
Fis_58165,10.502403741506557,312,GND,1.017895370094292,399,0.7819548872180451,3
Fis_58273,31.857758545638266,369,GND,1.0542877957433603,545,0.6770642201834862,3
